final_episode_id,id,route_label,start_time,end_time,rows,latitude_start,longitude_start,latitude_end,longitude_end,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,min_actual_tp,median_actual_tp,max_expected_tp,max_expected_gap,min_actual_expected_ratio,max_row_priority,mean_row_priority,max_row_impact,mean_row_impact,max_row_confidence,mean_row_confidence,consensus_rows,statistical_only_rows,ml_only_rows,high_quality_direct_evidence_rows,dominant_statistical_type,dominant_ml_type,dominant_impact_family,fusion_source_mode,duration_seconds,span_seconds_inclusive,observed_anomalous_seconds,episode_density_0_1,internal_gap_seconds,longest_consecutive_run_seconds,distance_affected_m,agreement_pct,direct_evidence_coverage_0_1,strong_direct_evidence_rows,radio_limited_degradation_flag_rows,coverage_planning_review_flag,episode_persistence_score_0_100,episode_impact_score_0_100,episode_detection_confidence_0_100,episode_final_priority_0_100,episode_impact_severity,episode_detection_confidence,episode_confidence_gate_pass,episode_critical_override_flag,episode_critical_override_reason,final_episode_handoff_flag,episode_keep_path,episode_priority_severity,operational_incident_id,incident_bridge_decision
LTE-TP-EP-000377,542020041221088+20250827123136+Fiji-Nadi-LTE-DL-D!20250827114007,Fiji-Nadi-LTE-DL-D,2025-08-27 01:38:17+02:00,2025-08-27 01:38:19+02:00,2,-17.78286546,177.42125108,-17.78292069,177.42114226,ECI:1065534.0,1065534.0,133.0,40790.0,41.0,16.879272,22.3693885,105.7221075,77.86260250000001,0.26351636056819994,61.71,56.055,58.56,52.144999999999996,65.55,60.825,0,2,0,1,radio_p75_underperformance,normal,capability,statistical_only_retained,2.0,3.0,2.0,0.6666666666666666,1.0,1.0,12.794633181480974,0.0,0.5,1,0,False,18.5,46.94,52.98,49.66,Medium,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000272,"new:gap=1.0s,dist=12.794633181326217m,cell=False,family=True"
LTE-TP-EP-000380,542020041221088+20250827123136+Fiji-Nadi-LTE-DL-D!20250827114007,Fiji-Nadi-LTE-DL-D,2025-08-27 01:38:42+02:00,2025-08-27 01:38:43+02:00,2,-17.78479636,177.41901242,-17.7849616,177.4188515,ECI:1069374.0,1069374.0,137.0,40790.0,41.0,0.036128,1.128304,29.26664451044963,27.046164510449632,0.0017014126878483863,80.93,79.69,76.36,74.71000000000001,90.54,85.77000000000001,0,2,0,2,rolling_local_drop,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,37.283869694505704,0.0,1.0,2,0,False,29.5,64.23,76.71,69.85,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000273,"new:gap=23.0s,dist=307.1720995904356m,cell=False,family=False"
LTE-TP-EP-000381,542020041221088+20250827123136+Fiji-Nadi-LTE-DL-D!20250827114007,Fiji-Nadi-LTE-DL-D,2025-08-27 01:39:17+02:00,2025-08-27 01:39:17+02:00,1,-17.78778973,177.41614007,-17.78778973,177.41614007,ECI:1073724.0,1073724.0,361.0,40790.0,41.0,12.607184,12.607184,119.0290425,106.4218585,0.10591687318664267,79.28,79.28,78.06,78.06,80.78,80.78,0,1,0,1,rb_conditioned_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,0.02556593924268018,0.0,1.0,1,1,True,22.25,64.11,70.58,67.02,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000274,"new:gap=34.0s,dist=425.80836514327757m,cell=False,family=False"
LTE-TP-EP-000382,542020041221088+20250827123136+Fiji-Nadi-LTE-DL-D!20250827114007,Fiji-Nadi-LTE-DL-D,2025-08-27 01:39:25+02:00,2025-08-27 01:39:25+02:00,1,-17.78845914,177.41550284,-17.78845914,177.41550284,ECI:1065537.0,1065537.0,137.0,40988.0,41.0,3.938792,3.938792,,,,64.25,64.25,77.21,77.21,48.41,48.41,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,12.194070793369535,0.0,1.0,1,1,True,22.25,63.47,46.31,55.75,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000275,"new:gap=8.0s,dist=100.46242917037746m,cell=False,family=False"
LTE-TP-EP-000383,542020041221088+20250827123136+Fiji-Nadi-LTE-DL-D!20250827114007,Fiji-Nadi-LTE-DL-D,2025-08-27 01:39:30+02:00,2025-08-27 01:39:31+02:00,2,-17.7889648,177.4150236,-17.7890484,177.4149429,ECI:1069377.0,1069377.0,137.0,40988.0,41.0,0.013408,0.58558,,,,77.3,76.41499999999999,90.95,88.95,61.57,61.09,0,2,0,2,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,25.20841826303278,0.0,1.0,2,2,True,29.5,75.09,56.06,66.52,High,Medium,True,False,,True,priority_and_confidence_gate,High,INC-000276,"new:gap=5.0s,dist=75.73737475772532m,cell=False,family=True"
LTE-TP-EP-000386,542020041221088+20250827123136+Fiji-Nadi-LTE-DL-D!20250827114007,Fiji-Nadi-LTE-DL-D,2025-08-27 01:40:03+02:00,2025-08-27 01:40:04+02:00,2,-17.79171773,177.41237519,-17.79180858,177.41228952,ECI:1073696.0,1073696.0,363.0,1850.0,3.0,0.092943996,3.461535998,33.72610919758423,26.895981197584227,0.003968148445568999,76.64,71.85499999999999,77.05,69.765,76.14,74.405,0,2,0,2,radio_limited_degradation,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,27.092659737350832,0.0,1.0,2,1,True,29.5,63.34,66.67,64.84,High,High,True,False,,True,priority_and_confidence_gate,Medium,INC-000277,"new:gap=32.0s,dist=402.50431047990634m,cell=False,family=True"
LTE-TP-EP-000389,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:40:31+02:00,2025-08-27 01:40:32+02:00,2,-17.79426463,177.40991585,-17.7944413,177.4097487,ECI:1073736.0,1073736.0,363.0,9310.0,28.0,18.31904,21.52758,81.009805,56.273685,0.2725687405524048,66.07,59.084999999999994,45.65,45.485,91.02,75.7,1,1,0,0,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,statistical_and_ml_consensus,1.0,2.0,2.0,1.0,0.0,2.0,26.52346704516997,50.0,0.0,0,1,True,29.5,41.57,71.93,55.23,Medium,High,True,False,,True,priority_and_confidence_gate,Medium,INC-000278,new_session_or_first_episode
LTE-TP-EP-000392,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:40:46+02:00,2025-08-27 01:40:48+02:00,3,-17.7956929,177.4085719,-17.795866,177.408391,ECI:1066271.0,1066271.0,487.0,1850.0,3.0,0.001064,0.739016,,,,83.62,72.97333333333334,100.0,89.61333333333334,63.61,52.63333333333333,0,3,0,3,radio_limited_degradation,normal,radio,statistical_only_retained,2.0,3.0,3.0,1.0,0.0,3.0,53.86303456700355,0.0,1.0,3,3,True,36.75,81.59,54.96,69.61,Critical,Medium,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000279,"new:gap=14.0s,dist=186.7950171652298m,cell=False,family=False"
LTE-TP-EP-000393,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:40:49+02:00,2025-08-27 01:40:49+02:00,1,-17.79586392,177.40838848,-17.79586392,177.40838848,ECI:1065278.0,1065278.0,487.0,1850.0,3.0,0.00036,0.00036,,,,81.88,81.88,100.0,100.0,59.73,59.73,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,0.3530968959050398,0.0,1.0,1,1,True,22.25,80.56,54.8,68.97,Critical,Medium,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000280,"new:gap=1.0s,dist=0.35309689547118817m,cell=False,family=True"
LTE-TP-EP-000395,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:04+02:00,2025-08-27 01:41:12+02:00,8,-17.7967194,177.4075212,-17.7967214,177.407518,ECI:1065271.0,1065271.0,146.0,41384.0,41.0,0.006136,0.032104,,,,82.52,80.71625,99.98,99.8625,61.6,57.315,0,8,0,8,radio_limited_degradation,normal,radio,statistical_only_retained,8.0,9.0,8.0,0.8888888888888888,1.0,7.0,1.0639955090096174,0.0,1.0,8,8,True,65.33,91.29,55.13,75.02,Critical,Medium,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000281,"new:gap=15.0s,dist=132.21270554930533m,cell=False,family=True"
LTE-TP-EP-000396,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:13+02:00,2025-08-27 01:41:13+02:00,1,-17.7967214,177.407518,-17.7967214,177.407518,ECI:1069077.0,1069077.0,146.0,41384.0,41.0,0.022672,0.022672,,,,80.09,80.09,99.92,99.92,55.86,55.86,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,True,22.25,80.5,51.9,67.63,Critical,Medium,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000282,"new:gap=1.0s,dist=0.0m,cell=False,family=True"
LTE-TP-EP-000397,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:19+02:00,2025-08-27 01:41:21+02:00,2,-17.79672137,177.40751802,-17.7967214,177.407518,ECI:1073736.0,1073736.0,140.0,356.0,1.0,2.1538079,3.4981399499999997,18.13893575,15.985127850000001,0.11873948558420798,64.95,62.765,83.05,70.71,72.99,53.05499999999999,0,2,0,2,ca_underperformance,normal,capability,statistical_only_retained,2.0,3.0,2.0,0.6666666666666666,1.0,1.0,0.003951155809613619,0.0,1.0,2,1,True,18.5,63.83,59.76,62.0,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000283,"new:gap=6.0s,dist=0.003951155699058987m,cell=False,family=False"
LTE-TP-EP-000398,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:23+02:00,2025-08-27 01:41:23+02:00,1,-17.7967214,177.407518,-17.7967214,177.407518,ECI:1065246.0,1065246.0,144.0,1850.0,3.0,5.927272,5.927272,,,,73.57,73.57,79.25,79.25,66.63,66.63,0,1,0,1,rb_efficiency_underperformance,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,True,22.25,65.0,59.97,62.74,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000284,"new:gap=2.0s,dist=0.0m,cell=False,family=False"
LTE-TP-EP-000399,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:24+02:00,2025-08-27 01:41:47+02:00,24,-17.7967214,177.407518,-17.7969186,177.4070033,ECI:1065268.0,1065268.0,146.0,41186.0,41.0,0.00052,0.50812,,,,80.01,73.72791666666667,100.0,97.51208333333334,55.57,44.65625,0,24,0,20,radio_limited_degradation,normal,radio,statistical_only_retained,23.0,24.0,24.0,1.0,0.0,24.0,63.31942888580758,0.0,0.8333333333333334,20,24,True,100.0,99.38,47.28,75.93,Critical,Medium,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000285,"new:gap=1.0s,dist=0.0m,cell=False,family=True"
LTE-TP-EP-000400,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:48+02:00,2025-08-27 01:41:49+02:00,2,-17.7969072,177.4069149,-17.79690372,177.40690916,ECI:1069077.0,1069077.0,140.0,500.0,1.0,0.000416,0.0015320000000000002,,,,80.47,80.24000000000001,100.0,99.995,56.62,56.099999999999994,0,2,0,2,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,10.165165407987516,0.0,1.0,2,2,True,29.5,82.37,52.34,68.86,Critical,Medium,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000286,"new:gap=1.0s,dist=9.444709707162533m,cell=False,family=True"
LTE-TP-EP-000401,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:50+02:00,2025-08-27 01:41:50+02:00,1,-17.79689112,177.40681651,-17.79689112,177.40681651,ECI:1065286.0,1065286.0,140.0,500.0,1.0,0.136104,0.136104,,,,79.49,79.49,99.52,99.52,55.0,55.0,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,9.908772868107626,0.0,1.0,1,1,True,22.25,80.2,51.25,67.17,Critical,Medium,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000287,"new:gap=1.0s,dist=9.908772868690566m,cell=False,family=True"
LTE-TP-EP-000403,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:58+02:00,2025-08-27 01:41:58+02:00,1,-17.79678763,177.40600631,-17.79678763,177.40600631,ECI:1064725.0,1064725.0,363.0,40790.0,41.0,6.248664,6.248664,49.4498,43.201136000000005,0.1263637871133958,66.19,66.19,66.42,66.42,65.9,65.9,0,1,0,1,ca_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,11.274985740793705,0.0,1.0,1,0,False,22.25,55.38,59.42,57.2,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000288,"new:gap=8.0s,dist=86.54754768253157m,cell=False,family=False"
LTE-TP-EP-000404,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:59+02:00,2025-08-27 01:41:59+02:00,1,-17.796782,177.4057904,-17.796782,177.4057904,ECI:1069077.0,1069077.0,148.0,500.0,1.0,3.724192,3.724192,,,,74.26,74.26,86.97,86.97,58.73,58.73,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,22.867828491592988,0.0,1.0,1,1,True,22.25,70.79,54.05,63.26,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000289,"new:gap=1.0s,dist=22.867828491306284m,cell=False,family=False"
LTE-TP-EP-000405,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:02+02:00,2025-08-27 01:42:03+02:00,2,-17.79678404,177.40556276,-17.79678491,177.40544427,ECI:1073736.0,1073736.0,144.0,9310.0,28.0,0.425632,1.2349800000000002,,,,90.32,82.26499999999999,98.51,95.67500000000001,80.3,65.87,0,2,0,2,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,12.67941676023283,0.0,1.0,2,2,True,29.5,80.55,66.62,74.28,Critical,High,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000290,"new:gap=3.0s,dist=24.102227689956777m,cell=False,family=True"
LTE-TP-EP-000406,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:04+02:00,2025-08-27 01:42:05+02:00,2,-17.7967831,177.4052036,-17.79678138,177.40520229,ECI:1067723.0,1067723.0,140.0,356.0,1.0,2.757736,3.1276599999999997,18.13893575,15.381199750000002,0.1520340574556586,63.17,62.64,87.76,71.565,70.34,51.730000000000004,0,2,0,2,ca_underperformance,normal,capability,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,25.717745235763957,0.0,1.0,2,1,True,29.5,69.15,58.1,64.18,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000291,"new:gap=1.0s,dist=25.481493310611004m,cell=False,family=False"
LTE-TP-EP-000407,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:06+02:00,2025-08-27 01:42:07+02:00,2,-17.7967773,177.404968,-17.79677514,177.40496856,ECI:1073736.0,1073736.0,140.0,356.0,1.0,0.871176,3.29832,,,,79.26,69.875,96.95,88.455,57.64,47.165,0,2,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,25.05676238256398,0.0,0.5,1,2,True,29.5,77.96,45.61,63.41,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000292,"new:gap=1.0s,dist=24.809371334626533m,cell=False,family=False"
LTE-TP-EP-000408,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:10+02:00,2025-08-27 01:42:10+02:00,1,-17.79676873,177.40460806,-17.79676873,177.40460806,ECI:1069080.0,1069080.0,148.0,356.0,1.0,0.76948,0.76948,,,,76.35,76.35,97.31,97.31,50.74,50.74,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,0.08210833897843271,0.0,1.0,1,1,True,22.25,78.55,48.06,64.82,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000293,"new:gap=3.0s,dist=38.17423854949423m,cell=False,family=True"
LTE-TP-EP-000410,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:13+02:00,2025-08-27 01:42:13+02:00,1,-17.79676796,177.40424578,-17.79676796,177.40424578,ECI:1069077.0,1069077.0,363.0,9310.0,28.0,0.836128,0.836128,,,,76.58,76.58,97.07,97.07,51.54,51.54,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,12.731100409396863,0.0,1.0,1,1,True,22.25,78.36,48.65,65.0,High,Medium,True,False,,True,priority_and_confidence_gate,High,INC-000294,"new:gap=3.0s,dist=38.356135995022726m,cell=False,family=True"
LTE-TP-EP-000411,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:23+02:00,2025-08-27 01:42:23+02:00,1,-17.7967524,177.40302152,-17.7967524,177.40302152,EARFCN:9310.0|PCI:363.0,,363.0,9310.0,28.0,1.394888,1.394888,,,,76.61,76.61,95.12,95.12,53.99,53.99,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1,1,True,22.25,76.9,50.49,65.02,High,Medium,True,False,,True,priority_and_confidence_gate,High,INC-000295,new_session_or_first_episode
LTE-TP-EP-000412,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:27+02:00,2025-08-27 01:42:30+02:00,3,-17.79673347,177.40252806,-17.79669496,177.40216542,ECI:1073736.0,1073736.0,363.0,9310.0,28.0,0.889528,2.107648,,,,78.7,70.13333333333334,96.89,92.75333333333333,56.46,42.48,0,3,0,3,radio_limited_degradation,normal,radio,statistical_only_retained,3.0,4.0,3.0,0.75,1.0,2.0,25.568917070363945,0.0,1.0,3,3,True,27.0,78.38,48.85,65.09,High,Medium,True,False,,True,priority_and_confidence_gate,High,INC-000296,"new:gap=4.0s,dist=52.28698821653825m,cell=False,family=True"
LTE-TP-EP-000413,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:37+02:00,2025-08-27 01:42:39+02:00,3,-17.79659206,177.40129185,-17.79656123,177.4010403,ECI:1073736.0,1073736.0,335.0,356.0,1.0,0.021464,1.854528,,,,80.69,72.05333333333333,99.92,93.24000000000001,57.19,46.16,0,3,0,3,radio_limited_degradation,normal,radio,statistical_only_retained,2.0,3.0,3.0,1.0,0.0,3.0,26.898660454732077,0.0,1.0,3,3,True,36.75,82.46,50.14,67.91,Critical,Medium,True,True,critical_impact_with_verified_direct_evidence,True,critical_verified_direct_evidence_override,High,INC-000297,"new:gap=7.0s,dist=93.19350346392389m,cell=True,family=True"
LTE-TP-EP-000415,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:42+02:00,2025-08-27 01:42:44+02:00,2,-17.79651594,177.40066415,-17.7964704,177.4002838,ECI:1067590.0,1067590.0,140.0,500.0,1.0,0.850424,1.507024,,,,79.07,74.16499999999999,97.02,94.725,57.14,49.045,0,2,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,2.0,3.0,2.0,0.6666666666666666,1.0,1.0,40.277919091896784,0.0,0.5,1,2,True,18.5,76.82,45.83,62.87,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000298,"new:gap=3.0s,dist=40.1417174150851m,cell=False,family=True"
LTE-TP-EP-000416,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:49+02:00,2025-08-27 01:42:49+02:00,1,-17.7963985,177.3996545,-17.7963985,177.3996545,ECI:1069127.0,1069127.0,140.0,9310.0,28.0,2.951936,2.951936,,,,70.65,70.65,89.67,89.67,47.41,47.41,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,13.344324405394104,0.0,1.0,1,1,True,22.25,72.82,45.56,60.55,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000299,"new:gap=5.0s,dist=67.10461112723581m,cell=False,family=True"
LTE-TP-EP-000417,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:50+02:00,2025-08-27 01:42:51+02:00,2,-17.79639779,177.39965539,-17.79638223,177.39952756,ECI:1069087.0,1069087.0,140.0,1850.0,3.0,1.3237439,1.40953995,,,,74.48,73.53,95.37,95.07,49.68,47.205,0,2,0,2,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,13.766982089954515,0.0,1.0,2,2,True,29.5,78.83,46.64,64.34,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000300,"new:gap=1.0s,dist=0.12293004775675696m,cell=False,family=True"
LTE-TP-EP-000418,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:52+02:00,2025-08-27 01:42:52+02:00,1,-17.79636789,177.39939733,-17.79636789,177.39939733,ECI:1073736.0,1073736.0,140.0,1850.0,3.0,2.296624,2.296624,,,,73.68,73.68,91.96,91.96,51.34,51.34,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,13.879899451429953,0.0,1.0,1,1,True,22.25,74.53,48.51,62.82,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000301,"new:gap=1.0s,dist=13.879899449955271m,cell=False,family=True"
LTE-TP-EP-000419,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:54+02:00,2025-08-27 01:42:54+02:00,1,-17.79633376,177.3991435,-17.79633376,177.3991435,ECI:1069127.0,1069127.0,140.0,9310.0,28.0,0.473656,0.473656,,,,81.05,81.05,98.34,98.34,59.91,59.91,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,0.17254465203195168,0.0,1.0,1,1,True,22.25,79.32,54.93,68.34,High,Medium,True,False,,True,priority_and_confidence_gate,High,INC-000302,"new:gap=2.0s,dist=27.140709277417887m,cell=False,family=True"
LTE-TP-EP-000420,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:56+02:00,2025-08-27 01:42:56+02:00,1,-17.79630003,177.39888915,-17.79630003,177.39888915,ECI:1069077.0,1069077.0,140.0,9310.0,28.0,1.519496,1.519496,,,,72.58,72.58,94.68,94.68,45.56,45.56,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,13.72564577070004,0.0,1.0,1,1,True,22.25,76.57,44.17,61.99,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000303,"new:gap=2.0s,dist=27.18905794637607m,cell=False,family=True"
LTE-TP-EP-000421,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:42:59+02:00,2025-08-27 01:42:59+02:00,1,-17.7962394,177.398381,-17.7962394,177.398381,ECI:1069127.0,1069127.0,140.0,500.0,1.0,1.690184,1.690184,,,,75.92,75.92,94.08,94.08,53.73,53.73,0,1,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,13.773847469749482,0.0,1.0,1,1,True,22.25,76.12,50.3,64.5,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000304,"new:gap=3.0s,dist=54.22079839291242m,cell=False,family=True"
LTE-TP-EP-000422,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:43:01+02:00,2025-08-27 01:43:04+02:00,2,-17.7962094,177.3981257,-17.7961777,177.39786515,ECI:1069077.0,1069077.0,140.0,500.0,1.0,1.785864,2.5463679999999997,,,,75.5,69.52,93.75,91.09,53.19,43.155,0,2,0,1,radio_limited_degradation,normal,radio,statistical_only_retained,3.0,4.0,2.0,0.5,2.0,1.0,27.30589147529856,0.0,0.5,1,2,True,16.0,73.65,42.38,59.58,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000305,"new:gap=2.0s,dist=27.234787953670306m,cell=False,family=True"
LTE-TP-EP-000423,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:43:13+02:00,2025-08-27 01:43:14+02:00,2,-17.79595911,177.39671456,-17.7958421,177.3964848,ECI:1069080.0,1069080.0,140.0,356.0,1.0,2.389616,4.8051759999999994,,,,73.72,71.195,91.64,83.185,61.26,56.535,0,2,0,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,41.0850772405403,0.0,0.0,0,2,True,29.5,73.99,44.76,60.84,High,Medium,True,False,,True,priority_and_confidence_gate,Medium,INC-000306,"new:gap=9.0s,dist=124.219280855672m,cell=False,family=True"
LTE-TP-EP-000424,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:43:24+02:00,2025-08-27 01:43:26+02:00,2,-17.79505953,177.39562875,-17.79487485,177.39545414,ECI:1069077.0,1069077.0,140.0,500.0,1.0,0.021112,1.9178,,,,81.18,77.015,99.93,93.29,58.26,57.12,0,2,0,2,radio_limited_degradation,normal,radio,statistical_only_retained,2.0,3.0,2.0,0.6666666666666666,1.0,1.0,28.0318891060655,0.0,1.0,2,2,True,18.5,77.91,53.41,66.89,High,Medium,True,False,,True,priority_and_confidence_gate,High,INC-000307,"new:gap=10.0s,dist=125.64499761748458m,cell=False,family=True"
