operational_incident_id,id,route_label,start_time,end_time,strict_episodes,rows,total_anomalous_seconds,max_longest_run_seconds,peak_row_priority_0_100,episode_adjusted_priority_0_100,max_episode_impact,mean_episode_impact,max_episode_confidence,mean_episode_confidence,consensus_rows,high_quality_direct_evidence_rows,statistical_only_rows,ml_only_rows,coverage_planning_review_flag,dominant_statistical_type,dominant_ml_type,dominant_impact_family,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,latitude_start,longitude_start,latitude_end,longitude_end,duration_seconds,incident_agreement_coverage_0_1,incident_direct_evidence_coverage_0_1,incident_persistence_score_0_100,incident_final_impact_score_0_100,incident_final_confidence_0_100,incident_final_priority_0_100,incident_priority_severity,max_priority,mean_priority,max_impact,max_confidence,max_persistence
INC-001241,542020041221088+20250828140157+Fiji-Nadi-LTE-DL-D!20250828135953,Fiji-Nadi-LTE-DL-D,2025-08-28 03:58:00+02:00,2025-08-28 03:58:01+02:00,1,2,2.0,2.0,85.03,71.14,73.47,73.47,68.29,68.29,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1076541.0,1076541.0,182.0,40790.0,41.0,-17.60818551,177.45674098,-17.6081426,177.4568415,1.0,0.0,1.0,19.67,60.02,64.63,62.1,Medium,62.1,62.1,60.02,64.63,19.67
INC-000377,542020041221088+20250827131624+Fiji-Nadi-LTE-DL-D!20250827121056,Fiji-Nadi-LTE-DL-D,2025-08-27 02:10:52+02:00,2025-08-27 02:10:53+02:00,1,2,2.0,2.0,87.67,71.25,77.79,77.79,63.27,63.27,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1073736.0,1073736.0,151.0,9310.0,28.0,-17.7967057,177.4056573,-17.7967053,177.4057636,1.0,0.0,1.0,19.67,63.26,60.62,62.07,Medium,62.07,62.07,63.26,60.62,19.67
INC-001016,542020041221088+20250828123823+Fiji-Nadi-LTE-DL-D!20250828123754,Fiji-Nadi-LTE-DL-D,2025-08-28 02:37:17+02:00,2025-08-28 02:37:17+02:00,1,1,1.0,1.0,86.22,72.23,73.44,73.44,70.75,70.75,0,1,1,0,False,sudden_drop,normal,temporal,ECI:3642943.0,3642943.0,313.0,41384.0,41.0,-17.6298581,177.442455,-17.6298581,177.442455,0.0,0.0,1.0,13.17,58.37,66.6,62.07,Medium,62.07,62.07,58.37,66.6,13.17
INC-000716,542020041221088+20250827154414+Fiji-Nadi-LTE-DL-D!20250827153533,Fiji-Nadi-LTE-DL-D,2025-08-27 05:33:54+02:00,2025-08-27 05:33:54+02:00,1,1,1.0,1.0,86.04,72.09,69.84,69.84,74.84,74.84,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1068608.0,1068608.0,122.0,40988.0,41.0,-17.746849,177.4432316,-17.746849,177.4432316,0.0,0.0,1.0,13.17,55.67,69.87,62.06,Medium,62.06,62.06,55.67,69.87,13.17
INC-000570,542020041221088+20250827140810+Fiji-Nadi-LTE-DL-D!20250827140022,Fiji-Nadi-LTE-DL-D,2025-08-27 03:59:01+02:00,2025-08-27 03:59:03+02:00,1,3,3.0,3.0,81.07,69.78,68.26,68.26,71.63,71.63,0,3,3,0,True,rolling_local_drop,normal,temporal,ECI:1066034.0,1066034.0,124.0,41186.0,41.0,-17.76652373,177.447708,-17.76652373,177.447708,2.0,0.0,1.0,26.17,57.74,67.3,62.04,Medium,62.04,62.04,57.74,67.3,26.17
INC-000148,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,Fiji-Nadi-LTE-DL-D,2025-08-27 00:46:37+02:00,2025-08-27 00:46:39+02:00,1,3,3.0,3.0,80.68,69.71,68.86,68.86,70.75,70.75,0,3,3,0,False,rolling_local_drop,normal,temporal,ECI:1067839.0,1067839.0,128.0,40988.0,41.0,-17.77760494,177.45460297,-17.7772927,177.4547122,2.0,0.0,1.0,26.17,58.19,66.6,61.97,Medium,61.97,61.97,58.19,66.6,26.17
INC-000776,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,Fiji-Nadi-LTE-DL-D,2025-08-28 00:22:11+02:00,2025-08-28 00:22:12+02:00,1,2,2.0,2.0,83.25,70.86,70.03,70.03,71.88,71.88,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:1071136.0,1071136.0,338.0,1850.0,3.0,-17.7371848,177.4599081,-17.7371848,177.4599081,1.0,0.0,1.0,19.67,57.44,67.5,61.97,Medium,61.97,61.97,57.44,67.5,19.67
INC-000666,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:15:44+02:00,2025-08-27 05:15:46+02:00,1,3,3.0,3.0,85.1,69.69,68.57,68.57,71.05,71.05,0,3,3,0,True,radio_limited_degradation,normal,temporal,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,-17.746776,177.4459634,-17.7467777,177.4459372,2.0,0.0,1.0,26.17,57.97,66.84,61.96,Medium,61.96,61.96,57.97,66.84,26.17
INC-000989,542020041221088+20250828123522+Fiji-Nadi-LTE-DL-D!20250828123323,Fiji-Nadi-LTE-DL-D,2025-08-28 02:31:21+02:00,2025-08-28 02:31:21+02:00,1,1,1.0,1.0,85.54,71.72,63.53,63.53,81.72,81.72,0,1,1,0,False,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,resource,ECI:1079617.0,1079617.0,354.0,40988.0,41.0,-17.6274955,177.4329251,-17.6274955,177.4329251,0.0,0.0,1.0,13.17,50.94,75.38,61.94,Medium,61.94,61.94,50.94,75.38,13.17
INC-000223,542020041221088+20250827115912+Fiji-Nadi-LTE-DL-D!20250827112451,Fiji-Nadi-LTE-DL-D,2025-08-27 01:23:52+02:00,2025-08-27 01:23:53+02:00,1,2,2.0,2.0,82.66,70.81,69.94,69.94,71.88,71.88,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:1066038.0,1066038.0,123.0,41384.0,41.0,-17.7694953,177.4391596,-17.7694953,177.4391596,1.0,0.0,1.0,19.67,57.37,67.5,61.93,Medium,61.93,61.93,57.37,67.5,19.67
INC-001069,542020041221088+20250828125404+Fiji-Nadi-LTE-DL-D!20250828125334,Fiji-Nadi-LTE-DL-D,2025-08-28 02:51:51+02:00,2025-08-28 02:51:51+02:00,1,1,1.0,1.0,85.9,71.99,71.46,71.46,72.62,72.62,0,1,1,0,False,ca_underperformance,normal,capability,ECI:1077825.0,1077825.0,167.0,40988.0,41.0,-17.63517911,177.45415012,-17.63517911,177.45415012,0.0,0.0,1.0,13.17,56.89,68.1,61.93,Medium,61.93,61.93,56.89,68.1,13.17
INC-000386,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,Fiji-Nadi-LTE-DL-D,2025-08-27 02:11:53+02:00,2025-08-27 02:11:53+02:00,1,1,1.0,1.0,85.79,71.9,69.94,69.94,74.3,74.3,0,1,1,0,True,rb_efficiency_underperformance,normal,radio,ECI:1073729.0,1073729.0,363.0,40790.0,41.0,-17.7968343,177.4070941,-17.7968343,177.4070941,0.0,0.0,1.0,13.17,55.75,69.44,61.91,Medium,61.91,61.91,55.75,69.44,13.17
INC-000361,542020041221088+20250827131523+Fiji-Nadi-LTE-DL-D!20250827120845,Fiji-Nadi-LTE-DL-D,2025-08-27 02:07:55+02:00,2025-08-27 02:07:56+02:00,1,2,2.0,2.0,84.29,71.0,76.28,76.28,64.54,64.54,0,2,2,0,True,rb_efficiency_underperformance,normal,radio,ECI:1067079.0,1067079.0,137.0,9310.0,28.0,-17.78506953,177.39123267,-17.78513296,177.39134484,1.0,0.0,1.0,19.67,62.13,61.63,61.9,Medium,61.9,61.9,62.13,61.63,19.67
INC-000536,542020041221088+20250827135649+Fiji-Nadi-LTE-DL-D!20250827133934,Fiji-Nadi-LTE-DL-D,2025-08-27 03:39:00+02:00,2025-08-27 03:39:01+02:00,1,2,2.0,2.0,82.98,70.77,69.86,69.86,71.88,71.88,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:1069374.0,1069374.0,137.0,40790.0,41.0,-17.77968674,177.4125148,-17.7796309,177.4123651,1.0,0.0,1.0,19.67,57.31,67.5,61.9,Medium,61.9,61.9,57.31,67.5,19.67
INC-001152,542020041221088+20250828132555+Fiji-Nadi-LTE-DL-D!20250828131914,Fiji-Nadi-LTE-DL-D,2025-08-28 03:18:10+02:00,2025-08-28 03:18:11+02:00,1,2,2.0,2.0,83.13,70.79,70.82,70.82,70.75,70.75,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:3638847.0,3638847.0,253.0,41384.0,41.0,-17.62237763,177.46722553,-17.6223794,177.46727712,1.0,0.0,1.0,19.67,58.03,66.6,61.89,Medium,61.89,61.89,58.03,66.6,19.67
INC-000156,542020041221088+20250827105947+Fiji-Nadi-LTE-DL-D!20250827104944,Fiji-Nadi-LTE-DL-D,2025-08-27 00:47:53+02:00,2025-08-27 00:47:54+02:00,1,2,2.0,2.0,83.36,70.78,70.8,70.8,70.75,70.75,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:3631414.0,3631414.0,214.0,40988.0,41.0,-17.76874231,177.45534664,-17.7685231,177.4552621,1.0,0.0,1.0,19.67,58.02,66.6,61.88,Medium,61.88,61.88,58.02,66.6,19.67
INC-001038,542020041221088+20250828124503+Fiji-Nadi-LTE-DL-D!20250828124436,Fiji-Nadi-LTE-DL-D,2025-08-28 02:43:22+02:00,2025-08-28 02:43:22+02:00,1,1,1.0,1.0,85.84,71.94,71.8,71.8,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1078583.0,1078583.0,354.0,41384.0,41.0,-17.6286519,177.4358781,-17.6286519,177.4358781,0.0,0.0,1.0,13.17,57.14,67.68,61.88,Medium,61.88,61.88,57.14,67.68,13.17
INC-000869,542020041221088+20250828113631+Fiji-Nadi-LTE-DL-D!20250828110448,Fiji-Nadi-LTE-DL-D,2025-08-28 01:03:41+02:00,2025-08-28 01:03:41+02:00,1,1,1.0,1.0,85.83,71.93,72.44,72.44,71.3,71.3,0,1,1,0,True,rb_efficiency_underperformance,normal,radio,ECI:1080630.0,1080630.0,352.0,9310.0,28.0,-17.6380566,177.4735421,-17.6380566,177.4735421,0.0,0.0,1.0,13.17,57.62,67.04,61.86,Medium,61.86,61.86,57.62,67.04,13.17
INC-000836,542020041221088+20250828105007+Fiji-Nadi-LTE-DL-D!20250828104930,Fiji-Nadi-LTE-DL-D,2025-08-28 00:48:08+02:00,2025-08-28 00:48:09+02:00,1,2,2.0,2.0,87.99,70.65,69.13,69.13,72.51,72.51,0,2,2,0,False,ca_underperformance,normal,capability,ECI:1078590.0,1078590.0,0.0,40790.0,41.0,-17.6485081,177.4411077,-17.6485583,177.4411698,1.0,0.0,1.0,19.67,56.76,68.01,61.82,Medium,61.82,61.82,56.76,68.01,19.67
INC-001145,542020041221088+20250828132455+Fiji-Nadi-LTE-DL-D!20250828131658,Fiji-Nadi-LTE-DL-D,2025-08-28 03:16:35+02:00,2025-08-28 03:16:37+02:00,1,3,3.0,3.0,80.88,69.45,67.92,67.92,71.32,71.32,0,3,3,0,False,rb_conditioned_underperformance,normal,temporal,ECI:3638848.0,3638848.0,254.0,41384.0,41.0,-17.62692136,177.46471491,-17.6267332,177.4649711,2.0,0.0,1.0,26.17,57.48,67.06,61.79,Medium,61.79,61.79,57.48,67.06,26.17
INC-000855,542020041221088+20250828105628+Fiji-Nadi-LTE-DL-D!20250828105605,Fiji-Nadi-LTE-DL-D,2025-08-28 00:55:40+02:00,2025-08-28 00:55:41+02:00,1,2,2.0,2.0,82.09,70.51,67.64,67.64,74.01,74.01,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1078583.0,1078583.0,163.0,41384.0,41.0,-17.6499235,177.4456004,-17.64992342,177.44560055,1.0,0.0,1.0,19.67,55.65,69.21,61.75,Medium,61.75,61.75,55.65,69.21,19.67
INC-000699,542020041221088+20250827152912+Fiji-Nadi-LTE-DL-D!20250827152850,Fiji-Nadi-LTE-DL-D,2025-08-27 05:27:21+02:00,2025-08-27 05:27:22+02:00,1,2,2.0,2.0,84.64,70.39,65.44,65.44,76.46,76.46,0,2,2,0,False,ca_underperformance,ml_hgb_strict_causal_temporal_underperformance,capability,ECI:1068746.0,1068746.0,120.0,500.0,1.0,-17.7452477,177.44253641,-17.74526455,177.44256664,1.0,0.0,1.0,19.67,54.0,71.17,61.72,Medium,61.72,61.72,54.0,71.17,19.67
INC-000779,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,Fiji-Nadi-LTE-DL-D,2025-08-28 00:22:56+02:00,2025-08-28 00:22:57+02:00,1,2,2.0,2.0,85.27,70.4,65.79,65.79,76.04,76.04,0,2,2,0,False,ca_underperformance,normal,capability,ECI:1071136.0,1071136.0,338.0,1850.0,3.0,-17.7371849,177.4599081,-17.7371849,177.4599081,1.0,0.0,1.0,19.67,54.26,70.83,61.72,Medium,61.72,61.72,54.26,70.83,19.67
INC-000664,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:15:00+02:00,2025-08-27 05:15:00+02:00,1,1,1.0,1.0,85.23,71.48,64.98,64.98,79.42,79.42,0,1,1,0,False,ca_underperformance,normal,capability,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,-17.7476784,177.4502861,-17.7476784,177.4502861,0.0,0.0,1.0,13.17,52.03,73.54,61.71,Medium,61.71,61.71,52.03,73.54,13.17
INC-000671,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:46+02:00,2025-08-27 05:16:46+02:00,1,1,1.0,1.0,85.13,71.41,64.41,64.41,79.96,79.96,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,-17.74673339,177.44244286,-17.74673339,177.44244286,0.0,0.0,1.0,13.17,51.6,73.97,61.67,Medium,61.67,61.67,51.6,73.97,13.17
INC-000348,542020041221088+20250827130936+Fiji-Nadi-LTE-DL-D!20250827120414,Fiji-Nadi-LTE-DL-D,2025-08-27 02:03:09+02:00,2025-08-27 02:03:09+02:00,1,1,1.0,1.0,85.44,71.64,72.37,72.37,70.75,70.75,0,1,1,0,False,sudden_drop,normal,temporal,ECI:3623958.0,3623958.0,155.0,500.0,1.0,-17.77317708,177.37696177,-17.77317708,177.37696177,0.0,0.0,1.0,13.17,57.57,66.6,61.63,Medium,61.63,61.63,57.57,66.6,13.17
INC-000634,542020041221088+20250827145831+Fiji-Nadi-LTE-DL-D!20250827145756,Fiji-Nadi-LTE-DL-D,2025-08-27 04:55:54+02:00,2025-08-27 04:55:54+02:00,1,1,1.0,1.0,84.93,71.26,61.43,61.43,83.28,83.28,0,1,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1068854.0,1068854.0,113.0,41384.0,41.0,-17.773096,177.4716557,-17.773096,177.4716557,0.0,0.0,1.0,13.17,49.36,76.62,61.63,Medium,61.63,61.63,49.36,76.62,13.17
INC-000679,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,Fiji-Nadi-LTE-DL-D,2025-08-27 05:19:20+02:00,2025-08-27 05:19:22+02:00,1,3,3.0,3.0,82.32,69.19,68.09,68.09,70.53,70.53,0,3,3,0,True,radio_limited_degradation,normal,temporal,ECI:1068606.0,1068606.0,120.0,40790.0,41.0,-17.7434228,177.44167439,-17.7433926,177.44168736,2.0,0.0,1.0,26.17,57.61,66.42,61.58,Medium,61.58,61.58,57.61,66.42,26.17
INC-000656,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:30+02:00,2025-08-27 05:12:30+02:00,1,1,1.0,1.0,85.02,71.33,65.29,65.29,78.71,78.71,0,1,1,0,False,sudden_drop,normal,temporal,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,-17.7531713,177.4542141,-17.7531713,177.4542141,0.0,0.0,1.0,13.17,52.26,72.97,61.58,Medium,61.58,61.58,52.26,72.97,13.17
INC-000023,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,Fiji-Nadi-LTE-DL-D,2025-08-26 23:45:27+02:00,2025-08-26 23:45:27+02:00,1,1,1.0,1.0,85.33,71.56,72.22,72.22,70.75,70.75,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,-17.81160131,177.39985085,-17.81160131,177.39985085,0.0,0.0,1.0,13.17,57.46,66.6,61.57,Medium,61.57,61.57,57.46,66.6,13.17
INC-000551,542020041221088+20250827140149+Fiji-Nadi-LTE-DL-D!20250827134245,Fiji-Nadi-LTE-DL-D,2025-08-27 03:42:16+02:00,2025-08-27 03:42:16+02:00,1,1,1.0,1.0,85.32,71.55,72.21,72.21,70.75,70.75,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1069373.0,1069373.0,135.0,40790.0,41.0,-17.7707529,177.4033087,-17.7707529,177.4033087,0.0,0.0,1.0,13.17,57.45,66.6,61.57,Medium,61.57,61.57,57.45,66.6,13.17
INC-000792,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,Fiji-Nadi-LTE-DL-D,2025-08-28 00:26:40+02:00,2025-08-28 00:26:41+02:00,1,2,2.0,2.0,79.48,70.17,64.72,64.72,76.84,76.84,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,-17.725638,177.453113,-17.7255222,177.4530729,1.0,0.0,1.0,19.67,53.46,71.47,61.56,Medium,61.56,61.56,53.46,71.47,19.67
INC-000543,542020041221088+20250827135949+Fiji-Nadi-LTE-DL-D!20250827134144,Fiji-Nadi-LTE-DL-D,2025-08-27 03:40:36+02:00,2025-08-27 03:40:36+02:00,1,1,1.0,1.0,85.23,71.48,70.98,70.98,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1069373.0,1069373.0,135.0,40790.0,41.0,-17.7757525,177.4082738,-17.7757525,177.4082738,0.0,0.0,1.0,13.17,56.53,67.68,61.55,Medium,61.55,61.55,56.53,67.68,13.17
INC-000279,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:40:46+02:00,2025-08-27 01:40:48+02:00,1,3,3.0,3.0,83.62,69.61,81.59,81.59,54.96,54.96,0,3,3,0,True,radio_limited_degradation,normal,radio,ECI:1066271.0,1066271.0,487.0,1850.0,3.0,-17.7956929,177.4085719,-17.795866,177.408391,2.0,0.0,1.0,26.17,67.74,53.97,61.54,Medium,61.54,61.54,67.74,53.97,26.17
INC-001230,542020041221088+20250828140057+Fiji-Nadi-LTE-DL-D!20250828135741,Fiji-Nadi-LTE-DL-D,2025-08-28 03:55:48+02:00,2025-08-28 03:55:52+02:00,2,2,2.0,1.0,83.17,69.94,80.46,79.66999999999999,59.0,57.5,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:3636030.0,3636030.0,183.0,41186.0,41.0,-17.6082833,177.4564955,-17.60820288,177.45668277,4.0,0.0,1.0,21.33,65.44,56.75,61.53,Medium,61.53,61.53,65.44,56.75,21.33
INC-000455,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,Fiji-Nadi-LTE-DL-D,2025-08-27 03:04:49+02:00,2025-08-27 03:04:50+02:00,1,2,2.0,2.0,87.53,70.38,72.53,72.53,67.75,67.75,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1072704.0,1072704.0,395.0,40988.0,41.0,-17.7809412,177.4338105,-17.78094472,177.43380546,1.0,0.0,1.0,19.67,59.32,64.2,61.51,Medium,61.51,61.51,59.32,64.2,19.67
INC-000145,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,Fiji-Nadi-LTE-DL-D,2025-08-27 00:45:55+02:00,2025-08-27 00:45:56+02:00,1,2,2.0,2.0,81.91,70.04,63.08,63.08,78.54,78.54,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1067841.0,1067841.0,127.0,40988.0,41.0,-17.7805947,177.4520025,-17.7805602,177.4520543,1.0,0.0,1.0,19.67,52.23,72.83,61.5,Medium,61.5,61.5,52.23,72.83,19.67
INC-000360,542020041221088+20250827131523+Fiji-Nadi-LTE-DL-D!20250827120845,Fiji-Nadi-LTE-DL-D,2025-08-27 02:07:53+02:00,2025-08-27 02:07:54+02:00,1,2,2.0,2.0,80.8,70.61,79.68,79.68,59.52,59.52,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1069126.0,1069126.0,138.0,9310.0,28.0,-17.7849366,177.39099202,-17.78501106,177.39111244,1.0,0.0,1.0,19.67,64.68,57.62,61.5,Medium,61.5,61.5,64.68,57.62,19.67
INC-000035,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,Fiji-Nadi-LTE-DL-D,2025-08-26 23:47:36+02:00,2025-08-26 23:47:36+02:00,1,1,1.0,1.0,85.14,71.42,70.86,70.86,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,-17.8116013,177.3998509,-17.8116013,177.3998509,0.0,0.0,1.0,13.17,56.44,67.68,61.5,Medium,61.5,61.5,56.44,67.68,13.17
INC-000219,542020041221088+20250827115912+Fiji-Nadi-LTE-DL-D!20250827112451,Fiji-Nadi-LTE-DL-D,2025-08-27 01:23:06+02:00,2025-08-27 01:23:08+02:00,1,3,3.0,3.0,69.69,66.69,54.31,54.31,81.82,81.82,1,3,2,0,False,ca_underperformance,normal,temporal,ECI:1066038.0,1066038.0,123.0,41384.0,41.0,-17.7688331,177.4407888,-17.76889444,177.4406833,2.0,0.3333333333333333,1.0,26.17,47.28,78.79,61.46,Medium,61.46,61.46,47.28,78.79,26.17
INC-000943,542020041221088+20250828121442+Fiji-Nadi-LTE-DL-D!20250828115247,Fiji-Nadi-LTE-DL-D,2025-08-28 01:51:54+02:00,2025-08-28 01:51:55+02:00,1,2,2.0,2.0,82.85,70.41,75.59,75.59,64.07,64.07,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1076791.0,1076791.0,183.0,41384.0,41.0,-17.6043574,177.452286,-17.60435739,177.45228602,1.0,0.0,1.0,19.67,61.61,61.26,61.45,Medium,61.45,61.45,61.61,61.26,19.67
INC-000395,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,Fiji-Nadi-LTE-DL-D,2025-08-27 02:12:24+02:00,2025-08-27 02:12:31+02:00,2,4,4.0,2.0,76.73,70.63,75.84,75.325,64.26,53.545,0,4,4,0,True,radio_limited_degradation,normal,radio,ECI:1073736.0,1073736.0,140.0,356.0,1.0,-17.79683783,177.40710985,-17.79690235,177.40750943,7.0,0.0,1.0,29.33,64.06,58.19,61.42,Medium,61.42,61.42,64.06,58.19,29.33
INC-000150,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,Fiji-Nadi-LTE-DL-D,2025-08-27 00:47:00+02:00,2025-08-27 00:47:01+02:00,1,2,2.0,2.0,83.0,70.11,68.09,68.09,72.57,72.57,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1067839.0,1067839.0,128.0,40988.0,41.0,-17.77499289,177.4555212,-17.77487433,177.45556189,1.0,0.0,1.0,19.67,55.98,68.06,61.42,Medium,61.42,61.42,55.98,68.06,19.67
INC-000127,542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,Fiji-Nadi-LTE-DL-D,2025-08-27 00:42:49+02:00,2025-08-27 00:42:50+02:00,1,2,2.0,2.0,82.15,70.17,70.34,70.34,69.96,69.96,0,2,2,0,True,rb_efficiency_underperformance,normal,radio,ECI:1071646.0,1071646.0,147.0,1850.0,3.0,-17.7961511,177.4354085,-17.7961168,177.4355444,1.0,0.0,1.0,19.67,57.67,65.97,61.41,Medium,61.41,61.41,57.67,65.97,19.67
INC-000109,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,Fiji-Nadi-LTE-DL-D,2025-08-27 00:29:59+02:00,2025-08-27 00:30:01+02:00,1,3,3.0,3.0,83.1,69.24,77.72,77.72,58.88,58.88,0,3,3,0,True,radio_limited_degradation,normal,radio,ECI:1064755.0,1064755.0,148.0,41186.0,41.0,-17.8135888,177.4351553,-17.81352404,177.43512036,2.0,0.0,1.0,26.17,64.83,57.1,61.35,Medium,61.35,61.35,64.83,57.1,26.17
INC-000273,542020041221088+20250827123136+Fiji-Nadi-LTE-DL-D!20250827114007,Fiji-Nadi-LTE-DL-D,2025-08-27 01:38:42+02:00,2025-08-27 01:38:43+02:00,1,2,2.0,2.0,80.93,69.85,64.23,64.23,76.71,76.71,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1069374.0,1069374.0,137.0,40790.0,41.0,-17.78479636,177.41901242,-17.7849616,177.4188515,1.0,0.0,1.0,19.67,53.09,71.37,61.32,Medium,61.32,61.32,53.09,71.37,19.67
INC-000676,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,Fiji-Nadi-LTE-DL-D,2025-08-27 05:18:36+02:00,2025-08-27 05:18:38+02:00,1,3,3.0,3.0,77.8,68.71,64.38,64.38,74.0,74.0,0,3,3,0,False,rolling_local_drop,normal,temporal,ECI:1068606.0,1068606.0,120.0,40790.0,41.0,-17.744069,177.4420838,-17.7440315,177.4420269,2.0,0.0,1.0,26.17,54.83,69.2,61.3,Medium,61.3,61.3,54.83,69.2,26.17
INC-000752,542020041221088+20250827161154+Fiji-Nadi-LTE-DL-D!20250827160820,Fiji-Nadi-LTE-DL-D,2025-08-27 06:06:53+02:00,2025-08-27 06:06:53+02:00,1,1,1.0,1.0,85.25,71.5,80.3,80.3,60.74,60.74,0,1,1,0,True,radio_limited_degradation,normal,radio,ECI:1064992.0,1064992.0,469.0,1850.0,3.0,-17.8125348,177.4374076,-17.8125348,177.4374076,0.0,0.0,1.0,13.17,63.52,58.59,61.3,Medium,61.3,61.3,63.52,58.59,13.17
INC-000118,542020041221088+20250827103926+Fiji-Nadi-LTE-DL-D!20250827103843,Fiji-Nadi-LTE-DL-D,2025-08-27 00:37:17+02:00,2025-08-27 00:37:19+02:00,1,3,3.0,3.0,80.09,69.38,83.9,83.9,51.62,51.62,0,3,3,0,True,radio_limited_degradation,normal,radio,ECI:1071666.0,1071666.0,393.0,41186.0,41.0,-17.8132208,177.4348914,-17.81319437,177.43489032,2.0,0.0,1.0,26.17,69.47,51.3,61.29,Medium,61.29,61.29,69.47,51.3,26.17
INC-001134,542020041221088+20250828131954+Fiji-Nadi-LTE-DL-D!20250828131344,Fiji-Nadi-LTE-DL-D,2025-08-28 03:13:18+02:00,2025-08-28 03:13:18+02:00,1,1,1.0,1.0,66.9,64.49,40.71,40.71,93.54,93.54,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:1080630.0,1080630.0,352.0,41384.0,41.0,-17.62875489,177.47296907,-17.62875489,177.47296907,0.0,1.0,1.0,13.17,33.83,94.83,61.28,Medium,61.28,61.28,33.83,94.83,13.17
INC-000803,542020041221088+20250828103607+Fiji-Nadi-LTE-DL-D!20250828103408,Fiji-Nadi-LTE-DL-D,2025-08-28 00:33:48+02:00,2025-08-28 00:33:48+02:00,1,1,1.0,1.0,66.86,64.45,40.63,40.63,93.56,93.56,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:1066305.0,1066305.0,488.0,40988.0,41.0,-17.6961766,177.4254231,-17.6961766,177.4254231,0.0,1.0,1.0,13.17,33.76,94.85,61.25,Medium,61.25,61.25,33.76,94.85,13.17
