operational_incident_id,id,route_label,start_time,end_time,strict_episodes,rows,total_anomalous_seconds,max_longest_run_seconds,peak_row_priority_0_100,episode_adjusted_priority_0_100,max_episode_impact,mean_episode_impact,max_episode_confidence,mean_episode_confidence,consensus_rows,high_quality_direct_evidence_rows,statistical_only_rows,ml_only_rows,coverage_planning_review_flag,dominant_statistical_type,dominant_ml_type,dominant_impact_family,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,latitude_start,longitude_start,latitude_end,longitude_end,duration_seconds,incident_agreement_coverage_0_1,incident_direct_evidence_coverage_0_1,incident_persistence_score_0_100,incident_final_impact_score_0_100,incident_final_confidence_0_100,incident_final_priority_0_100,incident_priority_severity,max_priority,mean_priority,max_impact,max_confidence,max_persistence
INC-000652,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:54+02:00,2025-08-27 05:11:55+02:00,1,2,2.0,2.0,86.34,69.99,71.18,71.18,68.53,68.53,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,-17.75357067,177.45249019,-17.75358093,177.45252953,1.0,0.0,1.0,19.67,58.3,64.82,61.24,Medium,61.24,61.24,58.3,64.82,19.67
INC-001147,542020041221088+20250828132455+Fiji-Nadi-LTE-DL-D!20250828131658,Fiji-Nadi-LTE-DL-D,2025-08-28 03:16:54+02:00,2025-08-28 03:16:55+02:00,1,2,2.0,2.0,81.91,69.91,69.22,69.22,70.75,70.75,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:3638848.0,3638848.0,254.0,41384.0,41.0,-17.62508413,177.46570138,-17.62500789,177.46572696,1.0,0.0,1.0,19.67,56.83,66.6,61.23,Medium,61.23,61.23,56.83,66.6,19.67
INC-000140,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,Fiji-Nadi-LTE-DL-D,2025-08-27 00:44:58+02:00,2025-08-27 00:44:58+02:00,1,1,1.0,1.0,84.73,71.11,71.4,71.4,70.75,70.75,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1067841.0,1067841.0,127.0,40988.0,41.0,-17.78396004,177.44696711,-17.78396004,177.44696711,0.0,0.0,1.0,13.17,56.84,66.6,61.23,Medium,61.23,61.23,56.84,66.6,13.17
INC-000312,542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,Fiji-Nadi-LTE-DL-D,2025-08-27 01:44:06+02:00,2025-08-27 01:44:25+02:00,1,16,16.0,8.0,66.34,63.5,86.99,86.99,34.8,34.8,0,11,16,0,True,radio_limited_degradation,normal,radio,ECI:1069126.0,1069126.0,138.0,9310.0,28.0,-17.79006007,177.394578,-17.78787405,177.39334844,19.0,0.0,0.6875,70.67,82.91,34.71,61.22,Medium,61.22,61.22,82.91,34.71,70.67
INC-000139,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,Fiji-Nadi-LTE-DL-D,2025-08-27 00:44:49+02:00,2025-08-27 00:44:50+02:00,1,2,2.0,2.0,86.11,69.89,69.7,69.7,70.11,70.11,0,2,2,0,True,radio_limited_degradation,normal,capability,ECI:1067841.0,1067841.0,127.0,40988.0,41.0,-17.78456666,177.44606059,-17.7844377,177.4462517,1.0,0.0,1.0,19.67,57.19,66.09,61.2,Medium,61.2,61.2,57.19,66.09,19.67
INC-001124,542020041221088+20250828131435+Fiji-Nadi-LTE-DL-D!20250828131128,Fiji-Nadi-LTE-DL-D,2025-08-28 03:10:10+02:00,2025-08-28 03:10:11+02:00,1,2,2.0,2.0,84.78,69.84,68.74,68.74,71.19,71.19,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:3638838.0,3638838.0,254.0,40988.0,41.0,-17.62707,177.4668118,-17.62706946,177.46681026,1.0,0.0,1.0,19.67,56.47,66.95,61.19,Medium,61.19,61.19,56.47,66.95,19.67
INC-000552,542020041221088+20250827140149+Fiji-Nadi-LTE-DL-D!20250827134245,Fiji-Nadi-LTE-DL-D,2025-08-27 03:42:24+02:00,2025-08-27 03:42:24+02:00,1,1,1.0,1.0,84.3,70.78,64.42,64.42,78.56,78.56,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1069373.0,1069373.0,135.0,40790.0,41.0,-17.7705561,177.4029709,-17.7705561,177.4029709,0.0,0.0,1.0,13.17,51.61,72.85,61.17,Medium,61.17,61.17,51.61,72.85,13.17
INC-000103,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,Fiji-Nadi-LTE-DL-D,2025-08-27 00:29:44+02:00,2025-08-27 00:29:46+02:00,1,3,3.0,3.0,79.35,68.84,73.28,73.28,63.42,63.42,0,3,3,0,True,radio_limited_degradation,normal,radio,ECI:1071637.0,1071637.0,395.0,500.0,1.0,-17.81468761,177.43632198,-17.8145033,177.4360274,2.0,0.0,1.0,26.17,61.5,60.74,61.16,Medium,61.16,61.16,61.5,60.74,26.17
INC-000645,542020041221088+20250827151132+Fiji-Nadi-LTE-DL-D!20250827151053,Fiji-Nadi-LTE-DL-D,2025-08-27 05:10:29+02:00,2025-08-27 05:10:30+02:00,1,2,2.0,2.0,87.3,69.73,66.6,66.6,73.55,73.55,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:3625800.0,3625800.0,114.0,9310.0,28.0,-17.75424166,177.45135764,-17.7542362,177.45131857,1.0,0.0,1.0,19.67,54.87,68.84,61.16,Medium,61.16,61.16,54.87,68.84,19.67
INC-000133,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,Fiji-Nadi-LTE-DL-D,2025-08-27 00:43:37+02:00,2025-08-27 00:43:37+02:00,1,1,1.0,1.0,84.66,71.06,72.72,72.72,69.03,69.03,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1073174.0,1073174.0,431.0,500.0,1.0,-17.7910956,177.4397878,-17.7910956,177.4397878,0.0,0.0,1.0,13.17,57.83,65.22,61.16,Medium,61.16,61.16,57.83,65.22,13.17
INC-000406,542020041221088+20250827132124+Fiji-Nadi-LTE-DL-D!20250827121942,Fiji-Nadi-LTE-DL-D,2025-08-27 02:19:27+02:00,2025-08-27 02:19:27+02:00,1,1,1.0,1.0,66.7,64.34,41.52,41.52,92.22,92.22,1,1,0,0,False,radio_p75_underperformance,ml_hgb_strict_causal_temporal_underperformance,capability,ECI:1064765.0,1064765.0,148.0,40790.0,41.0,-17.80443042,177.42408604,-17.80443042,177.42408604,0.0,1.0,1.0,13.17,34.43,93.78,61.14,Medium,61.14,61.14,34.43,93.78,13.17
INC-000592,542020041221088+20250827141110+Fiji-Nadi-LTE-DL-D!20250827140445,Fiji-Nadi-LTE-DL-D,2025-08-27 04:03:35+02:00,2025-08-27 04:03:35+02:00,1,1,1.0,1.0,84.35,70.82,66.41,66.41,76.22,76.22,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1066034.0,1066034.0,124.0,41186.0,41.0,-17.7640925,177.44649201,-17.7640925,177.44649201,0.0,0.0,1.0,13.17,53.1,70.98,61.14,Medium,61.14,61.14,53.1,70.98,13.17
INC-000491,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,Fiji-Nadi-LTE-DL-D,2025-08-27 03:13:55+02:00,2025-08-27 03:13:57+02:00,1,3,3.0,3.0,81.46,68.58,66.65,66.65,70.94,70.94,0,3,3,0,True,radio_limited_degradation,normal,temporal,ECI:1067148.0,1067148.0,339.0,41186.0,41.0,-17.7726264,177.4346382,-17.77256579,177.43467508,2.0,0.0,1.0,26.17,56.53,66.75,61.13,Medium,61.13,61.13,56.53,66.75,26.17
INC-000744,542020041221088+20250827160834+Fiji-Nadi-LTE-DL-D!20250827160146,Fiji-Nadi-LTE-DL-D,2025-08-27 06:00:17+02:00,2025-08-27 06:00:17+02:00,1,1,1.0,1.0,84.28,70.77,65.69,65.69,76.98,76.98,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1070391.0,1070391.0,470.0,41384.0,41.0,-17.8072331,177.4523944,-17.8072331,177.4523944,0.0,0.0,1.0,13.17,52.56,71.58,61.12,Medium,61.12,61.12,52.56,71.58,13.17
INC-000856,542020041221088+20250828105628+Fiji-Nadi-LTE-DL-D!20250828105605,Fiji-Nadi-LTE-DL-D,2025-08-28 00:55:49+02:00,2025-08-28 00:55:50+02:00,1,2,2.0,2.0,85.63,69.76,69.92,69.92,69.56,69.56,0,2,2,0,False,sudden_drop,normal,temporal,ECI:1078583.0,1078583.0,163.0,41384.0,41.0,-17.64962343,177.44584047,-17.6495447,177.4459047,1.0,0.0,1.0,19.67,57.36,65.65,61.09,Medium,61.09,61.09,57.36,65.65,19.67
INC-001143,542020041221088+20250828132455+Fiji-Nadi-LTE-DL-D!20250828131658,Fiji-Nadi-LTE-DL-D,2025-08-28 03:16:05+02:00,2025-08-28 03:16:08+02:00,1,4,4.0,4.0,76.58,67.34,65.07,65.07,70.11,70.11,0,4,4,0,False,rolling_local_drop,normal,temporal,ECI:3638848.0,3638848.0,254.0,41384.0,41.0,-17.6270631,177.4636092,-17.6272627,177.4637092,3.0,0.0,1.0,32.67,56.97,66.09,61.07,Medium,61.07,61.07,56.97,66.09,32.67
INC-000059,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,Fiji-Nadi-LTE-DL-D,2025-08-27 00:02:10+02:00,2025-08-27 00:02:11+02:00,1,2,2.0,2.0,81.18,69.51,65.97,65.97,73.84,73.84,0,2,2,0,True,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1064755.0,1064755.0,148.0,41186.0,41.0,-17.80703805,177.42257921,-17.807038,177.4225792,1.0,0.0,1.0,19.67,54.4,69.07,61.0,Medium,61.0,61.0,54.4,69.07,19.67
INC-000550,542020041221088+20250827140149+Fiji-Nadi-LTE-DL-D!20250827134245,Fiji-Nadi-LTE-DL-D,2025-08-27 03:42:08+02:00,2025-08-27 03:42:08+02:00,1,1,1.0,1.0,84.29,70.78,70.8,70.8,70.75,70.75,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1069373.0,1069373.0,135.0,40790.0,41.0,-17.7708853,177.403626,-17.7708853,177.403626,0.0,0.0,1.0,13.17,56.39,66.6,60.99,Medium,60.99,60.99,56.39,66.6,13.17
INC-000654,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:14+02:00,2025-08-27 05:12:14+02:00,1,1,1.0,1.0,84.26,70.76,70.76,70.76,70.75,70.75,0,1,1,0,False,sudden_drop,normal,temporal,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,-17.75351879,177.45349681,-17.75351879,177.45349681,0.0,0.0,1.0,13.17,56.36,66.6,60.97,Medium,60.97,60.97,56.36,66.6,13.17
INC-000027,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,Fiji-Nadi-LTE-DL-D,2025-08-26 23:46:06+02:00,2025-08-26 23:46:07+02:00,1,2,2.0,2.0,85.51,69.35,63.31,63.31,76.74,76.74,0,2,2,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,-17.81160131,177.39985085,-17.8116013,177.3998509,1.0,0.0,1.0,19.67,52.4,71.39,60.95,Medium,60.95,60.95,52.4,71.39,19.67
INC-000659,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:13:05+02:00,2025-08-27 05:13:06+02:00,1,2,2.0,2.0,81.49,69.54,68.55,68.55,70.75,70.75,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,-17.7521405,177.4542411,-17.75213981,177.45424185,1.0,0.0,1.0,19.67,56.33,66.6,60.95,Medium,60.95,60.95,56.33,66.6,19.67
INC-000255,542020041221088+20250827122555+Fiji-Nadi-LTE-DL-D!20250827113546,Fiji-Nadi-LTE-DL-D,2025-08-27 01:34:20+02:00,2025-08-27 01:34:20+02:00,1,1,1.0,1.0,84.1,70.64,70.54,70.54,70.75,70.75,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1072446.0,1072446.0,394.0,40790.0,41.0,-17.7669857,177.42941113,-17.7669857,177.42941113,0.0,0.0,1.0,13.17,56.2,66.6,60.88,Medium,60.88,60.88,56.2,66.6,13.17
INC-000600,542020041221088+20250827141150+Fiji-Nadi-LTE-DL-D!20250827140658,Fiji-Nadi-LTE-DL-D,2025-08-27 04:05:28+02:00,2025-08-27 04:05:29+02:00,1,2,2.0,2.0,85.1,69.4,68.75,68.75,70.2,70.2,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:1066036.0,1066036.0,125.0,41186.0,41.0,-17.7654543,177.4427735,-17.765473,177.4427072,1.0,0.0,1.0,19.67,56.48,66.16,60.84,Medium,60.84,60.84,56.48,66.16,19.67
INC-001155,542020041221088+20250828132735+Fiji-Nadi-LTE-DL-D!20250828132130,Fiji-Nadi-LTE-DL-D,2025-08-28 03:19:55+02:00,2025-08-28 03:19:56+02:00,1,2,2.0,2.0,81.19,69.35,67.1,67.1,72.1,72.1,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:3635992.0,3635992.0,234.0,500.0,1.0,-17.61940874,177.46584256,-17.61941929,177.46583455,1.0,0.0,1.0,19.67,55.24,67.68,60.84,Medium,60.84,60.84,55.24,67.68,19.67
INC-000793,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,Fiji-Nadi-LTE-DL-D,2025-08-28 00:26:53+02:00,2025-08-28 00:26:53+02:00,1,1,1.0,1.0,83.98,70.54,69.27,69.27,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,-17.7241782,177.4525979,-17.7241782,177.4525979,0.0,0.0,1.0,13.17,55.24,67.68,60.84,Medium,60.84,60.84,55.24,67.68,13.17
INC-000797,542020041221088+20250828103207+Fiji-Nadi-LTE-DL-D!20250828102946,Fiji-Nadi-LTE-DL-D,2025-08-28 00:27:51+02:00,2025-08-28 00:27:56+02:00,1,4,4.0,3.0,76.38,67.69,59.67,59.67,77.49,77.49,0,4,4,0,True,sudden_drop,normal,temporal,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,-17.7174622,177.45425718,-17.7169125,177.45399831,5.0,0.0,1.0,27.67,51.67,71.99,60.81,Medium,60.81,60.81,51.67,71.99,27.67
INC-000270,542020041221088+20250827122836+Fiji-Nadi-LTE-DL-D!20250827113757,Fiji-Nadi-LTE-DL-D,2025-08-27 01:37:50+02:00,2025-08-27 01:37:51+02:00,1,2,2.0,2.0,78.25,69.12,61.51,61.51,78.43,78.43,0,2,2,0,True,radio_limited_degradation,ml_quantile_p75_resource_underperformance,resource,ECI:1065675.0,1065675.0,321.0,356.0,1.0,-17.78143441,177.42418197,-17.7815357,177.4239738,1.0,0.0,1.0,19.67,51.05,72.74,60.81,Medium,60.81,60.81,51.05,72.74,19.67
INC-000376,542020041221088+20250827131624+Fiji-Nadi-LTE-DL-D!20250827121056,Fiji-Nadi-LTE-DL-D,2025-08-27 02:10:40+02:00,2025-08-27 02:10:41+02:00,1,2,2.0,2.0,81.84,69.84,82.37,82.37,54.53,54.53,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1069383.0,1069383.0,135.0,1850.0,3.0,-17.7966916,177.4043424,-17.7966951,177.4044682,1.0,0.0,1.0,19.67,66.7,53.62,60.81,Medium,60.81,60.81,66.7,53.62,19.67
INC-001005,542020041221088+20250828123823+Fiji-Nadi-LTE-DL-D!20250828123754,Fiji-Nadi-LTE-DL-D,2025-08-28 02:35:52+02:00,2025-08-28 02:35:52+02:00,1,1,1.0,1.0,83.97,70.54,70.36,70.36,70.75,70.75,0,1,1,0,False,rolling_local_drop,normal,temporal,EARFCN:41384.0|PCI:313.0,,313.0,41384.0,41.0,-17.6315021,177.4424728,-17.6315021,177.4424728,0.0,0.0,1.0,13.17,56.06,66.6,60.8,Medium,60.8,60.8,56.06,66.6,13.17
INC-000039,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,Fiji-Nadi-LTE-DL-D,2025-08-26 23:48:59+02:00,2025-08-26 23:49:00+02:00,1,2,2.0,2.0,81.11,69.29,67.17,67.17,71.88,71.88,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,-17.810433,177.4012242,-17.81043825,177.4012211,1.0,0.0,1.0,19.67,55.29,67.5,60.79,Medium,60.79,60.79,55.29,67.5,19.67
INC-000569,542020041221088+20250827140810+Fiji-Nadi-LTE-DL-D!20250827140022,Fiji-Nadi-LTE-DL-D,2025-08-27 03:58:51+02:00,2025-08-27 03:58:52+02:00,1,2,2.0,2.0,83.28,69.37,69.4,69.4,69.34,69.34,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1066034.0,1066034.0,124.0,41186.0,41.0,-17.7665265,177.44771508,-17.766525,177.4477172,1.0,0.0,1.0,19.67,56.97,65.47,60.79,Medium,60.79,60.79,56.97,65.47,19.67
INC-000031,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,Fiji-Nadi-LTE-DL-D,2025-08-26 23:46:47+02:00,2025-08-26 23:46:48+02:00,1,2,2.0,2.0,80.95,69.21,66.12,66.12,72.97,72.97,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,-17.8116013,177.3998509,-17.8116013,177.3998509,1.0,0.0,1.0,19.67,54.51,68.38,60.75,Medium,60.75,60.75,54.51,68.38,19.67
INC-000780,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,Fiji-Nadi-LTE-DL-D,2025-08-28 00:23:07+02:00,2025-08-28 00:23:07+02:00,1,1,1.0,1.0,83.81,70.41,69.04,69.04,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1071136.0,1071136.0,338.0,1850.0,3.0,-17.7371849,177.4599081,-17.7371849,177.4599081,0.0,0.0,1.0,13.17,55.07,67.68,60.75,Medium,60.75,60.75,55.07,67.68,13.17
INC-000794,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,Fiji-Nadi-LTE-DL-D,2025-08-28 00:27:01+02:00,2025-08-28 00:27:02+02:00,1,2,2.0,2.0,83.28,69.28,68.78,68.78,69.9,69.9,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,-17.7232042,177.4522579,-17.7230847,177.4522186,1.0,0.0,1.0,19.67,56.5,65.92,60.74,Medium,60.74,60.74,56.5,65.92,19.67
INC-000649,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:31+02:00,2025-08-27 05:11:31+02:00,1,1,1.0,1.0,83.79,70.4,69.01,69.01,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,-17.75331047,177.45168142,-17.75331047,177.45168142,0.0,0.0,1.0,13.17,55.05,67.68,60.73,Medium,60.73,60.73,55.05,67.68,13.17
INC-000784,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,Fiji-Nadi-LTE-DL-D,2025-08-28 00:24:04+02:00,2025-08-28 00:24:04+02:00,1,1,1.0,1.0,83.75,70.37,68.95,68.95,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1071136.0,1071136.0,338.0,1850.0,3.0,-17.737185,177.4599079,-17.737185,177.4599079,0.0,0.0,1.0,13.17,55.0,67.68,60.71,Medium,60.71,60.71,55.0,67.68,13.17
INC-001156,542020041221088+20250828132735+Fiji-Nadi-LTE-DL-D!20250828132130,Fiji-Nadi-LTE-DL-D,2025-08-28 03:20:09+02:00,2025-08-28 03:20:11+02:00,1,3,3.0,3.0,80.37,68.06,66.85,66.85,69.52,69.52,0,3,3,0,True,radio_limited_degradation,normal,temporal,ECI:3638804.0,3638804.0,250.0,500.0,1.0,-17.6189472,177.4651503,-17.61893061,177.46510879,2.0,0.0,1.0,26.17,56.68,65.62,60.7,Medium,60.7,60.7,56.68,65.62,26.17
INC-001047,542020041221088+20250828124723+Fiji-Nadi-LTE-DL-D!20250828124651,Fiji-Nadi-LTE-DL-D,2025-08-28 02:46:32+02:00,2025-08-28 02:46:32+02:00,1,1,1.0,1.0,83.69,70.33,68.24,68.24,72.88,72.88,0,1,1,0,True,rb_efficiency_underperformance,normal,capability,ECI:1077825.0,1077825.0,167.0,40988.0,41.0,-17.62994516,177.45025903,-17.62994516,177.45025903,0.0,0.0,1.0,13.17,54.47,68.3,60.7,Medium,60.7,60.7,54.47,68.3,13.17
INC-000362,542020041221088+20250827131523+Fiji-Nadi-LTE-DL-D!20250827120845,Fiji-Nadi-LTE-DL-D,2025-08-27 02:08:11+02:00,2025-08-27 02:08:17+02:00,1,6,6.0,3.0,80.64,67.79,82.42,82.42,49.89,49.89,0,6,6,0,True,radio_limited_degradation,normal,radio,ECI:1069086.0,1069086.0,138.0,1850.0,3.0,-17.78637219,177.39254185,-17.78694,177.39289522,6.0,0.0,1.0,30.67,69.48,49.91,60.68,Medium,60.68,60.68,69.48,49.91,30.67
INC-000097,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,Fiji-Nadi-LTE-DL-D,2025-08-27 00:28:12+02:00,2025-08-27 00:28:14+02:00,1,3,3.0,3.0,81.49,68.47,82.0,82.0,51.94,51.94,0,3,3,0,True,radio_limited_degradation,normal,radio,ECI:1064755.0,1064755.0,148.0,41186.0,41.0,-17.81504324,177.43779089,-17.81506898,177.43789953,2.0,0.0,1.0,26.17,68.04,51.55,60.62,Medium,60.62,60.62,68.04,51.55,26.17
INC-000687,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,Fiji-Nadi-LTE-DL-D,2025-08-27 05:21:36+02:00,2025-08-27 05:21:36+02:00,1,1,1.0,1.0,83.59,70.25,68.74,68.74,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1068606.0,1068606.0,120.0,40790.0,41.0,-17.7415067,177.4429147,-17.7415067,177.4429147,0.0,0.0,1.0,13.17,54.85,67.68,60.62,Medium,60.62,60.62,54.85,67.68,13.17
INC-000222,542020041221088+20250827115912+Fiji-Nadi-LTE-DL-D!20250827112451,Fiji-Nadi-LTE-DL-D,2025-08-27 01:23:41+02:00,2025-08-27 01:23:42+02:00,1,2,2.0,2.0,81.43,69.04,66.88,66.88,71.68,71.68,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1066038.0,1066038.0,123.0,41384.0,41.0,-17.7694953,177.4391596,-17.76949527,177.4391596,1.0,0.0,1.0,19.67,55.08,67.34,60.6,Medium,60.6,60.6,55.08,67.34,19.67
INC-001006,542020041221088+20250828123823+Fiji-Nadi-LTE-DL-D!20250828123754,Fiji-Nadi-LTE-DL-D,2025-08-28 02:35:53+02:00,2025-08-28 02:35:53+02:00,1,1,1.0,1.0,83.55,70.22,69.78,69.78,70.75,70.75,0,1,1,0,False,rolling_local_drop,normal,temporal,ECI:3642943.0,3642943.0,313.0,41384.0,41.0,-17.6314434,177.4424698,-17.6314434,177.4424698,0.0,0.0,1.0,13.17,55.63,66.6,60.57,Medium,60.57,60.57,55.63,66.6,13.17
INC-000670,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:33+02:00,2025-08-27 05:16:34+02:00,1,2,2.0,2.0,79.91,68.86,63.21,63.21,75.76,75.76,0,2,2,0,False,sudden_drop,normal,temporal,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,-17.74690533,177.44284045,-17.74690811,177.44276326,1.0,0.0,1.0,19.67,52.32,70.61,60.55,Medium,60.55,60.55,52.32,70.61,19.67
INC-000945,542020041221088+20250828121542+Fiji-Nadi-LTE-DL-D!20250828115456,Fiji-Nadi-LTE-DL-D,2025-08-28 01:52:54+02:00,2025-08-28 01:52:54+02:00,1,1,1.0,1.0,83.16,69.93,62.07,62.07,79.53,79.53,0,1,1,0,False,rolling_local_drop,normal,temporal,EARFCN:41384.0|PCI:183.0,,183.0,41384.0,41.0,-17.60509834,177.4521174,-17.60509834,177.4521174,0.0,0.0,1.0,13.17,49.85,73.62,60.55,Medium,60.55,60.55,49.85,73.62,13.17
INC-000220,542020041221088+20250827115912+Fiji-Nadi-LTE-DL-D!20250827112451,Fiji-Nadi-LTE-DL-D,2025-08-27 01:23:19+02:00,2025-08-27 01:23:21+02:00,1,3,3.0,3.0,81.94,67.8,65.41,65.41,70.72,70.72,0,3,3,0,True,radio_limited_degradation,normal,temporal,ECI:1066038.0,1066038.0,123.0,41384.0,41.0,-17.7694291,177.439385,-17.7694666,177.4392479,2.0,0.0,1.0,26.17,55.6,66.58,60.54,Medium,60.54,60.54,55.6,66.58,26.17
INC-000786,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,Fiji-Nadi-LTE-DL-D,2025-08-28 00:24:27+02:00,2025-08-28 00:24:28+02:00,1,2,2.0,2.0,83.66,68.8,62.29,62.29,76.76,76.76,0,2,2,0,True,rb_efficiency_underperformance,normal,capability,ECI:1068318.0,1068318.0,49.0,1850.0,3.0,-17.7370615,177.4599267,-17.7370389,177.4599312,1.0,0.0,1.0,19.67,51.64,71.41,60.53,Medium,60.53,60.53,51.64,71.41,19.67
INC-001169,542020041221088+20250828133115+Fiji-Nadi-LTE-DL-D!20250828132346,Fiji-Nadi-LTE-DL-D,2025-08-28 03:23:42+02:00,2025-08-28 03:23:43+02:00,1,2,2.0,2.0,80.74,68.94,66.54,66.54,71.88,71.88,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:3638805.0,3638805.0,251.0,500.0,1.0,-17.62556314,177.46554642,-17.62549925,177.46556753,1.0,0.0,1.0,19.67,54.82,67.5,60.53,Medium,60.53,60.53,54.82,67.5,19.67
INC-000539,542020041221088+20250827135649+Fiji-Nadi-LTE-DL-D!20250827133934,Fiji-Nadi-LTE-DL-D,2025-08-27 03:39:26+02:00,2025-08-27 03:39:26+02:00,1,1,1.0,1.0,83.4,70.11,68.48,68.48,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1069374.0,1069374.0,137.0,40790.0,41.0,-17.7789984,177.4111519,-17.7789984,177.4111519,0.0,0.0,1.0,13.17,54.65,67.68,60.51,Medium,60.51,60.51,54.65,67.68,13.17
INC-000387,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,Fiji-Nadi-LTE-DL-D,2025-08-27 02:11:57+02:00,2025-08-27 02:11:59+02:00,1,3,3.0,3.0,76.84,67.92,70.4,70.4,64.89,64.89,0,3,3,0,True,ca_underperformance,normal,capability,ECI:1073726.0,1073726.0,363.0,40790.0,41.0,-17.7968343,177.4070941,-17.7968343,177.4070941,2.0,0.0,1.0,26.17,59.34,61.91,60.5,Medium,60.5,60.5,59.34,61.91,26.17
INC-000669,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:25+02:00,2025-08-27 05:16:25+02:00,1,1,1.0,1.0,83.37,70.09,68.44,68.44,72.1,72.1,0,1,1,0,True,radio_limited_degradation,normal,temporal,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,-17.74688111,177.44356325,-17.74688111,177.44356325,0.0,0.0,1.0,13.17,54.62,67.68,60.5,Medium,60.5,60.5,54.62,67.68,13.17
