site_sector_ID,siteID,sectors_count,sectorID,Requires_Planning,Azimuth,Latitude,Longitude,Freq Band,Cell Radius,RSI,PCI,Mod4,Unnamed: 15,PCI_numeric,Mod4_numeric,Expected_Mod4,Mod4_Matches
SIN6053-1,SIN6053,3,91,False,10,27.91544,34.33711,N41,7000,100.0,665.0,1.0,,665.0,1.0,1.0,True
SIN6053-2,SIN6053,3,92,False,45,27.91544,34.33711,N41,7000,95.0,22.0,2.0,,22.0,2.0,2.0,True
SIN6053-3,SIN6053,3,93,False,120,27.91544,34.33711,N41,7000,760.0,24.0,0.0,,24.0,0.0,0.0,True
SIN6054-1,SIN6054,3,91,False,70,27.93306,34.36426,N41,7000,420.0,734.0,2.0,,734.0,2.0,2.0,True
SIN6054-2,SIN6054,3,92,False,130,27.93306,34.36426,N41,7000,415.0,728.0,0.0,,728.0,0.0,0.0,True
SIN6054-3,SIN6054,3,93,False,185,27.93306,34.36426,N41,7000,410.0,707.0,3.0,,707.0,3.0,3.0,True
SIN6055-1,SIN6055,3,91,False,0,29.97684,32.55019,N41,7000,10.0,222.0,2.0,,222.0,2.0,2.0,True
SIN6055-2,SIN6055,3,92,False,120,29.97684,32.55019,N41,7000,5.0,493.0,1.0,,493.0,1.0,1.0,True
SIN6055-3,SIN6055,3,93,False,240,29.97684,32.55019,N41,7000,0.0,151.0,3.0,,151.0,3.0,3.0,True
SIN6057-1,SIN6057,3,91,False,10,29.96355,32.5559,N41,7000,455.0,616.0,0.0,,616.0,0.0,0.0,True
SIN6057-2,SIN6057,3,92,False,140,29.96355,32.5559,N41,7000,440.0,169.0,1.0,,169.0,1.0,1.0,True
SIN6057-3,SIN6057,3,93,False,250,29.96355,32.5559,N41,7000,435.0,547.0,3.0,,547.0,3.0,3.0,True
SIN6058-1,SIN6058,3,91,False,90,29.97447,32.5144,N41,7000,300.0,669.0,1.0,,669.0,1.0,1.0,True
SIN6058-2,SIN6058,3,92,False,180,29.97447,32.5144,N41,7000,295.0,195.0,3.0,,195.0,3.0,3.0,True
SIN6058-3,SIN6058,3,93,False,310,29.97447,32.5144,N41,7000,290.0,504.0,0.0,,504.0,0.0,0.0,True
SIN6059-1,SIN6059,4,91,False,20,29.97252,32.52965,N41,7000,335.0,293.0,1.0,,293.0,1.0,1.0,True
SIN6059-2,SIN6059,4,92,False,110,29.97252,32.52965,N41,7000,330.0,196.0,0.0,,196.0,0.0,0.0,True
SIN6059-3,SIN6059,4,93,False,180,29.97252,32.52965,N41,7000,325.0,258.0,2.0,,258.0,2.0,2.0,True
SIN6059-4,SIN6059,4,94,False,300,29.97252,32.52965,N41,7000,320.0,239.0,3.0,,239.0,3.0,3.0,True
SIN6061-2,SIN6061,2,92,False,140,29.99299,32.49395,N41,7000,315.0,532.0,0.0,,532.0,0.0,0.0,True
SIN6061-3,SIN6061,2,93,False,210,29.99299,32.49395,N41,7000,310.0,291.0,3.0,,291.0,3.0,3.0,True
SIN6064-1,SIN6064,4,91,False,60,29.96513,32.52612,N41,7000,375.0,252.0,0.0,,252.0,0.0,0.0,True
SIN6064-2,SIN6064,4,92,False,125,29.96513,32.52612,N41,7000,370.0,253.0,1.0,,253.0,1.0,1.0,True
SIN6064-3,SIN6064,4,93,False,210,29.96513,32.52612,N41,7000,365.0,254.0,2.0,,254.0,2.0,2.0,True
SIN6064-4,SIN6064,4,94,False,300,29.96513,32.52612,N41,7000,360.0,311.0,3.0,,311.0,3.0,3.0,True
SIN6078-1,SIN6078,4,91,False,60,27.22955,33.8374,N41,7000,290.0,372.0,0.0,,372.0,0.0,0.0,True
SIN6078-2,SIN6078,4,92,False,170,27.22955,33.8374,N41,7000,285.0,445.0,1.0,,445.0,1.0,1.0,True
SIN6078-3,SIN6078,4,93,False,245,27.22955,33.8374,N41,7000,280.0,715.0,3.0,,715.0,3.0,3.0,True
SIN6078-4,SIN6078,4,94,False,330,27.22955,33.8374,N41,7000,275.0,786.0,2.0,,786.0,2.0,2.0,True
SIN6079-1,SIN6079,3,91,False,80,27.19711,33.84427,N41,7000,30.0,776.0,0.0,,776.0,0.0,0.0,True
SIN6079-2,SIN6079,3,92,False,190,27.19711,33.84427,N41,7000,25.0,87.0,3.0,,87.0,3.0,3.0,True
SIN6079-3,SIN6079,3,93,False,280,27.19711,33.84427,N41,7000,20.0,54.0,2.0,,54.0,2.0,2.0,True
SIN6081-1,SIN6081,4,91,False,60,27.166833,33.821917,N41,7000,95.0,34.0,2.0,,34.0,2.0,2.0,True
SIN6081-2,SIN6081,4,92,False,140,27.166833,33.821917,N41,7000,90.0,97.0,1.0,,97.0,1.0,1.0,True
SIN6081-3,SIN6081,4,93,False,190,27.166833,33.821917,N41,7000,70.0,220.0,0.0,,220.0,0.0,0.0,True
SIN6081-4,SIN6081,4,94,False,345,27.166833,33.821917,N41,7000,65.0,251.0,3.0,,251.0,3.0,3.0,True
SIN6084-1,SIN6084,4,91,False,80,27.090053,33.83906,N41,7000,35.0,660.0,0.0,,660.0,0.0,0.0,True
SIN6084-2,SIN6084,4,92,False,185,27.090053,33.83906,N41,7000,30.0,247.0,3.0,,247.0,3.0,3.0,True
SIN6084-3,SIN6084,4,93,False,270,27.090053,33.83906,N41,7000,25.0,710.0,2.0,,710.0,2.0,2.0,True
SIN6084-4,SIN6084,4,94,False,350,27.090053,33.83906,N41,7000,20.0,733.0,1.0,,733.0,1.0,1.0,True
SIN6092-1,SIN6092,3,91,False,75,29.27724,32.60408,N41,7000,510.0,801.0,1.0,,801.0,1.0,1.0,True
SIN6092-2,SIN6092,3,92,False,150,29.27724,32.60408,N41,7000,500.0,56.0,0.0,,56.0,0.0,0.0,True
SIN6092-3,SIN6092,3,93,False,345,29.27724,32.60408,N41,7000,495.0,55.0,3.0,,55.0,3.0,3.0,True
SIN6100-1,SIN6100,4,91,False,60,27.980738,34.387152,N41,7000,390.0,706.0,2.0,,706.0,2.0,2.0,True
SIN6100-2,SIN6100,4,93,False,135,27.980738,34.387152,N41,7000,380.0,284.0,0.0,,284.0,0.0,0.0,True
SIN6100-3,SIN6100,4,92,False,210,27.980738,34.387152,N41,7000,385.0,349.0,1.0,,349.0,1.0,1.0,True
SIN6100-4,SIN6100,4,94,False,280,27.980738,34.387152,N41,7000,375.0,743.0,3.0,,743.0,3.0,3.0,True
SIN6101-1,SIN6101,4,91,False,0,27.906158,34.314543,N41,7000,215.0,645.0,1.0,,645.0,1.0,1.0,True
SIN6101-2,SIN6101,4,92,False,90,27.906158,34.314543,N41,7000,210.0,376.0,0.0,,376.0,0.0,0.0,True
SIN6101-3,SIN6101,4,93,False,210,27.906158,34.314543,N41,7000,205.0,75.0,3.0,,75.0,3.0,3.0,True
SIN6101-4,SIN6101,4,94,False,290,27.906158,34.314543,N41,7000,200.0,554.0,2.0,,554.0,2.0,2.0,True
SIN6108-1,SIN6108,4,91,False,30,27.923462,34.36404,N41,7000,195.0,294.0,2.0,,294.0,2.0,2.0,True
SIN6108-2,SIN6108,4,92,False,165,27.923462,34.36404,N41,7000,190.0,345.0,1.0,,345.0,1.0,1.0,True
SIN6108-3,SIN6108,4,93,False,220,27.923462,34.36404,N41,7000,185.0,151.0,3.0,,151.0,3.0,3.0,True
SIN6108-4,SIN6108,4,94,False,330,27.923462,34.36404,N41,7000,175.0,648.0,0.0,,648.0,0.0,0.0,True
SIN6119-1,SIN6119,3,91,False,160,29.330778,32.592194,N41,7000,420.0,553.0,1.0,,553.0,1.0,1.0,True
SIN6119-2,SIN6119,3,92,False,240,29.330778,32.592194,N41,7000,390.0,431.0,3.0,,431.0,3.0,3.0,True
SIN6119-3,SIN6119,3,93,False,350,29.330778,32.592194,N41,7000,385.0,168.0,0.0,,168.0,0.0,0.0,True
SIN6120-1,SIN6120,4,91,False,15,27.880023,34.303899,N41,7000,730.0,164.0,0.0,,164.0,0.0,0.0,True
SIN6120-2,SIN6120,4,92,False,90,27.880023,34.303899,N41,7000,720.0,373.0,1.0,,373.0,1.0,1.0,True
SIN6120-3,SIN6120,4,93,False,200,27.880023,34.303899,N41,7000,725.0,267.0,3.0,,267.0,3.0,3.0,True
SIN6120-4,SIN6120,4,94,False,285,27.880023,34.303899,N41,7000,710.0,10.0,2.0,,10.0,2.0,2.0,True
SIN6123-1,SIN6123,4,91,False,75,27.224415,33.837737,N41,7000,250.0,177.0,1.0,,177.0,1.0,1.0,True
SIN6123-2,SIN6123,4,92,False,175,27.224415,33.837737,N41,7000,245.0,795.0,3.0,,795.0,3.0,3.0,True
SIN6123-3,SIN6123,4,93,False,260,27.224415,33.837737,N41,7000,240.0,768.0,0.0,,768.0,0.0,0.0,True
SIN6123-4,SIN6123,4,94,False,350,27.224415,33.837737,N41,7000,215.0,550.0,2.0,,550.0,2.0,2.0,True
SIN6127-1,SIN6127,3,91,False,50,29.75327,32.39698,N41,7000,495.0,682.0,2.0,,682.0,2.0,2.0,True
SIN6127-2,SIN6127,3,92,False,160,29.75327,32.39698,N41,7000,490.0,113.0,1.0,,113.0,1.0,1.0,True
SIN6127-3,SIN6127,3,93,False,240,29.75327,32.39698,N41,7000,485.0,647.0,3.0,,647.0,3.0,3.0,True
SIN6133-1,SIN6133,3,91,False,40,29.43694,32.4953,N41,7000,535.0,950.0,2.0,,950.0,2.0,2.0,True
SIN6133-2,SIN6133,3,92,False,130,29.43694,32.4953,N41,7000,530.0,976.0,0.0,,976.0,0.0,0.0,True
SIN6133-3,SIN6133,3,93,False,310,29.43694,32.4953,N41,7000,525.0,953.0,1.0,,953.0,1.0,1.0,True
SIN6134-1,SIN6134,3,91,False,60,29.77973,32.42766,N41,7000,415.0,783.0,3.0,,783.0,3.0,3.0,True
SIN6134-2,SIN6134,3,92,False,145,29.77973,32.42766,N41,7000,410.0,784.0,0.0,,784.0,0.0,0.0,True
SIN6134-3,SIN6134,3,93,False,240,29.77973,32.42766,N41,7000,405.0,785.0,1.0,,785.0,1.0,1.0,True
SIN6136-1,SIN6136,4,91,False,30,29.66761,32.3478,N41,7000,112.0,919.0,3.0,,919.0,3.0,3.0,True
SIN6136-2,SIN6136,4,92,False,90,29.66761,32.3478,N41,7000,104.0,929.0,1.0,,929.0,1.0,1.0,True
SIN6136-3,SIN6136,4,93,False,150,29.66761,32.3478,N41,7000,96.0,940.0,0.0,,940.0,0.0,0.0,True
SIN6136-4,SIN6136,4,94,False,300,29.66761,32.3478,N41,7000,88.0,862.0,2.0,,862.0,2.0,2.0,True
SIN6150-1,SIN6150,4,91,False,70,26.798631,33.939238,N41,7000,555.0,377.0,1.0,,377.0,1.0,1.0,True
SIN6150-2,SIN6150,4,92,False,150,26.798631,33.939238,N41,7000,535.0,319.0,3.0,,319.0,3.0,3.0,True
SIN6150-3,SIN6150,4,93,False,205,26.798631,33.939238,N41,7000,820.0,0.0,0.0,,0.0,0.0,0.0,True
SIN6150-4,SIN6150,4,94,False,340,26.798631,33.939238,N41,7000,800.0,454.0,2.0,,454.0,2.0,2.0,True
SIN6153-1,SIN6153,1,91,False,50,27.21307,33.84019,N41,7000,190.0,266.0,2.0,,266.0,2.0,2.0,True
SIN6159-1,SIN6159,3,91,False,60,31.24174,32.31523,N41,7000,60.0,320.0,0.0,,320.0,0.0,0.0,True
SIN6159-2,SIN6159,3,92,False,160,31.24174,32.31523,N41,7000,55.0,318.0,2.0,,318.0,2.0,2.0,True
SIN6159-3,SIN6159,3,93,False,340,31.24174,32.31523,N41,7000,35.0,319.0,3.0,,319.0,3.0,3.0,True
SIN6179-1,SIN6179,3,91,False,60,27.15781,33.82258,N41,7000,75.0,491.0,3.0,,491.0,3.0,3.0,True
SIN6179-2,SIN6179,3,92,False,190,27.15781,33.82258,N41,7000,60.0,140.0,0.0,,140.0,0.0,0.0,True
SIN6179-3,SIN6179,3,93,False,325,27.15781,33.82258,N41,7000,55.0,490.0,2.0,,490.0,2.0,2.0,True
SIN6180-1,SIN6180,4,91,False,40,27.18941,33.83295,N41,7000,830.0,517.0,1.0,,517.0,1.0,1.0,True
SIN6180-2,SIN6180,4,92,False,130,27.18941,33.83295,N41,7000,825.0,424.0,0.0,,424.0,0.0,0.0,True
SIN6180-3,SIN6180,4,93,False,220,27.18941,33.83295,N41,7000,820.0,511.0,3.0,,511.0,3.0,3.0,True
SIN6180-4,SIN6180,4,94,False,300,27.18941,33.83295,N41,7000,815.0,134.0,2.0,,134.0,2.0,2.0,True
SIN6181-1,SIN6181,4,91,False,10,27.24101,33.84235,N41,7000,340.0,4.0,0.0,,4.0,0.0,0.0,True
SIN6181-2,SIN6181,4,92,False,90,27.24101,33.84235,N41,7000,335.0,690.0,2.0,,690.0,2.0,2.0,True
SIN6181-3,SIN6181,4,93,False,160,27.24101,33.84235,N41,7000,330.0,525.0,1.0,,525.0,1.0,1.0,True
SIN6181-4,SIN6181,4,94,False,260,27.24101,33.84235,N41,7000,325.0,507.0,3.0,,507.0,3.0,3.0,True
SIN6182-1,SIN6182,4,91,False,0,27.252657,33.834012,N41,7000,680.0,303.0,3.0,,303.0,3.0,3.0,True
SIN6182-2,SIN6182,4,92,False,110,27.252657,33.834012,N41,7000,675.0,178.0,2.0,,178.0,2.0,2.0,True
SIN6182-3,SIN6182,4,93,False,200,27.252657,33.834012,N41,7000,670.0,221.0,1.0,,221.0,1.0,1.0,True
SIN6182-4,SIN6182,4,94,False,300,27.252657,33.834012,N41,7000,665.0,264.0,0.0,,264.0,0.0,0.0,True
SIN6184-1,SIN6184,3,91,False,100,27.24955,33.82265,N41,7000,265.0,418.0,2.0,,418.0,2.0,2.0,True
SIN6184-2,SIN6184,3,92,False,200,27.24955,33.82265,N41,7000,60.0,389.0,1.0,,389.0,1.0,1.0,True
SIN6184-3,SIN6184,3,93,False,290,27.24955,33.82265,N41,7000,55.0,643.0,3.0,,643.0,3.0,3.0,True
SIN6187-1,SIN6187,4,91,False,10,29.484341,32.441163,N41,7000,635.0,128.0,0.0,,128.0,0.0,0.0,True
SIN6187-2,SIN6187,4,92,False,90,29.484341,32.441163,N41,7000,630.0,802.0,2.0,,802.0,2.0,2.0,True
SIN6187-3,SIN6187,4,93,False,150,29.484341,32.441163,N41,7000,625.0,727.0,3.0,,727.0,3.0,3.0,True
SIN6187-4,SIN6187,4,94,False,310,29.484341,32.441163,N41,7000,620.0,681.0,1.0,,681.0,1.0,1.0,True
SIN6189-1,SIN6189,3,91,False,40,27.400778,33.676083,N41,7000,250.0,328.0,0.0,,328.0,0.0,0.0,True
SIN6189-2,SIN6189,3,92,False,140,27.400778,33.676083,N41,7000,245.0,327.0,3.0,,327.0,3.0,3.0,True
SIN6189-3,SIN6189,3,93,False,270,27.400778,33.676083,N41,7000,240.0,329.0,1.0,,329.0,1.0,1.0,True
SIN6193-1,SIN6193,4,91,False,30,28.019624,34.435249,N41,7000,40.0,436.0,0.0,,436.0,0.0,0.0,True
SIN6193-2,SIN6193,4,92,False,100,28.019624,34.435249,N41,7000,35.0,246.0,2.0,,246.0,2.0,2.0,True
SIN6193-3,SIN6193,4,93,False,170,28.019624,34.435249,N41,7000,30.0,627.0,3.0,,627.0,3.0,3.0,True
SIN6193-4,SIN6193,4,94,False,290,28.019624,34.435249,N41,7000,15.0,585.0,1.0,,585.0,1.0,1.0,True
SIN6194-1,SIN6194,3,91,False,80,27.97356,34.42285,N41,7000,10.0,252.0,0.0,,252.0,0.0,0.0,True
SIN6194-2,SIN6194,3,92,False,220,27.97356,34.42285,N41,7000,5.0,207.0,3.0,,207.0,3.0,3.0,True
SIN6194-3,SIN6194,3,93,False,350,27.97356,34.42285,N41,7000,750.0,166.0,2.0,,166.0,2.0,2.0,True
SIN6196-1,SIN6196,2,91,False,50,27.96135,34.39543,N41,7000,140.0,117.0,1.0,,117.0,1.0,1.0,True
SIN6196-3,SIN6196,2,93,False,320,27.96135,34.39543,N41,7000,135.0,647.0,3.0,,647.0,3.0,3.0,True
SIN6199-1,SIN6199,3,91,False,5,31.2532,32.2602,N41,7000,205.0,398.0,2.0,,398.0,2.0,2.0,True
SIN6199-2,SIN6199,3,92,False,90,31.2532,32.2602,N41,7000,200.0,341.0,1.0,,341.0,1.0,1.0,True
SIN6199-3,SIN6199,3,93,False,160,31.2532,32.2602,N41,7000,195.0,723.0,3.0,,723.0,3.0,3.0,True
SIN6210-1,SIN6210,4,91,False,40,31.254717,32.317488,N41,7000,90.0,3.0,3.0,,3.0,3.0,3.0,True
SIN6210-2,SIN6210,4,92,False,125,31.254717,32.317488,N41,7000,85.0,5.0,1.0,,5.0,1.0,1.0,True
SIN6210-3,SIN6210,4,93,False,210,31.254717,32.317488,N41,7000,70.0,998.0,2.0,,998.0,2.0,2.0,True
SIN6210-4,SIN6210,4,94,False,315,31.254717,32.317488,N41,7000,65.0,736.0,0.0,,736.0,0.0,0.0,True
SIN6211-1,SIN6211,4,91,False,35,29.23797,32.627176,N41,7000,430.0,23.0,3.0,,23.0,3.0,3.0,True
SIN6211-2,SIN6211,4,92,False,130,29.23797,32.627176,N41,7000,425.0,24.0,0.0,,24.0,0.0,0.0,True
SIN6211-3,SIN6211,4,93,False,250,29.23797,32.627176,N41,7000,415.0,25.0,1.0,,25.0,1.0,1.0,True
SIN6211-4,SIN6211,4,94,False,315,29.23797,32.627176,N41,7000,410.0,26.0,2.0,,26.0,2.0,2.0,True
SIN6216-3,SIN6216,2,93,False,250,30.600527,32.274759,N41,7000,260.0,558.0,2.0,,558.0,2.0,2.0,True
SIN6216-4,SIN6216,2,94,False,330,30.600527,32.274759,N41,7000,255.0,223.0,3.0,,223.0,3.0,3.0,True
SIN6227-1,SIN6227,4,91,False,50,27.21977,33.83337,N41,7000,480.0,529.0,1.0,,529.0,1.0,1.0,True
SIN6227-2,SIN6227,4,92,False,140,27.21977,33.83337,N41,7000,475.0,530.0,2.0,,530.0,2.0,2.0,True
SIN6227-3,SIN6227,4,93,False,220,27.21977,33.83337,N41,7000,470.0,531.0,3.0,,531.0,3.0,3.0,True
SIN6227-4,SIN6227,4,94,False,300,27.21977,33.83337,N41,7000,465.0,312.0,0.0,,312.0,0.0,0.0,True
SIN6228-3,SIN6228,1,93,False,0,26.8455,33.9967,N41,7000,95.0,533.0,1.0,,533.0,1.0,1.0,True
SIN6229-1,SIN6229,3,91,False,10,28.4906,34.51535,N41,7000,495.0,167.0,3.0,,167.0,3.0,3.0,True
SIN6229-2,SIN6229,3,92,False,200,28.4906,34.51535,N41,7000,490.0,505.0,1.0,,505.0,1.0,1.0,True
SIN6229-3,SIN6229,3,93,False,280,28.4906,34.51535,N41,7000,485.0,800.0,0.0,,800.0,0.0,0.0,True
SIN6230-1,SIN6230,3,91,False,60,27.07631,33.87922,N41,7000,410.0,945.0,1.0,,945.0,1.0,1.0,True
SIN6230-2,SIN6230,3,92,False,140,27.07631,33.87922,N41,7000,380.0,863.0,3.0,,863.0,3.0,3.0,True
SIN6230-3,SIN6230,3,93,False,275,27.07631,33.87922,N41,7000,375.0,834.0,2.0,,834.0,2.0,2.0,True
SIN6231-1,SIN6231,4,91,False,10,26.97953,33.91149,N41,7000,370.0,946.0,2.0,,946.0,2.0,2.0,True
SIN6231-2,SIN6231,4,92,False,100,26.97953,33.91149,N41,7000,365.0,968.0,0.0,,968.0,0.0,0.0,True
SIN6231-3,SIN6231,4,93,False,200,26.97953,33.91149,N41,7000,355.0,991.0,3.0,,991.0,3.0,3.0,True
SIN6231-4,SIN6231,4,94,False,300,26.97953,33.91149,N41,7000,350.0,889.0,1.0,,889.0,1.0,1.0,True
SIN6238-1,SIN6238,3,91,False,70,27.85162,34.30165,N41,7000,245.0,316.0,0.0,,316.0,0.0,0.0,True
SIN6238-2,SIN6238,3,92,False,135,27.85162,34.30165,N41,7000,155.0,759.0,3.0,,759.0,3.0,3.0,True
SIN6238-3,SIN6238,3,93,False,335,27.85162,34.30165,N41,7000,140.0,385.0,1.0,,385.0,1.0,1.0,True
SIN6239-1,SIN6239,3,91,False,50,27.86742,34.29345,N41,7000,770.0,605.0,1.0,,605.0,1.0,1.0,True
SIN6239-2,SIN6239,3,92,False,150,27.86742,34.29345,N41,7000,765.0,408.0,0.0,,408.0,0.0,0.0,True
SIN6239-3,SIN6239,3,93,False,275,27.86742,34.29345,N41,7000,755.0,371.0,3.0,,371.0,3.0,3.0,True
SIN6240-1,SIN6240,3,91,False,90,27.89834,34.30245,N41,7000,650.0,501.0,1.0,,501.0,1.0,1.0,True
SIN6240-2,SIN6240,3,92,False,180,27.89834,34.30245,N41,7000,645.0,310.0,2.0,,310.0,2.0,2.0,True
SIN6240-3,SIN6240,3,93,False,310,27.89834,34.30245,N41,7000,640.0,540.0,0.0,,540.0,0.0,0.0,True
SIN6241-1,SIN6241,4,91,False,40,27.90277,34.28068,N41,7000,105.0,653.0,1.0,,653.0,1.0,1.0,True
SIN6241-2,SIN6241,4,92,False,130,27.90277,34.28068,N41,7000,50.0,410.0,2.0,,410.0,2.0,2.0,True
SIN6241-3,SIN6241,4,93,False,225,27.90277,34.28068,N41,7000,45.0,320.0,0.0,,320.0,0.0,0.0,True
SIN6241-4,SIN6241,4,94,False,310,27.90277,34.28068,N41,7000,40.0,375.0,3.0,,375.0,3.0,3.0,True
SIN6245-1,SIN6245,3,91,False,70,29.53886,32.3693,N41,7000,700.0,438.0,2.0,,438.0,2.0,2.0,True
SIN6245-2,SIN6245,3,92,False,140,29.53886,32.3693,N41,7000,695.0,439.0,3.0,,439.0,3.0,3.0,True
SIN6245-3,SIN6245,3,93,False,350,29.53886,32.3693,N41,7000,690.0,457.0,1.0,,457.0,1.0,1.0,True
SIN6250-1,SIN6250,3,91,False,10,27.96972,34.41728,N41,7000,340.0,805.0,1.0,,805.0,1.0,1.0,True
SIN6250-2,SIN6250,3,92,False,190,27.96972,34.41728,N41,7000,335.0,714.0,2.0,,714.0,2.0,2.0,True
SIN6250-3,SIN6250,3,93,False,270,27.96972,34.41728,N41,7000,330.0,28.0,0.0,,28.0,0.0,0.0,True
SIN6252-1,SIN6252,4,91,False,80,28.506864,34.516744,N41,7000,410.0,640.0,0.0,,640.0,0.0,0.0,True
SIN6252-2,SIN6252,4,92,False,170,28.506864,34.516744,N41,7000,400.0,641.0,1.0,,641.0,1.0,1.0,True
SIN6252-3,SIN6252,4,93,False,270,28.506864,34.516744,N41,7000,395.0,642.0,2.0,,642.0,2.0,2.0,True
SIN6252-4,SIN6252,4,94,False,340,28.506864,34.516744,N41,7000,655.0,235.0,3.0,,235.0,3.0,3.0,True
SIN6253-1,SIN6253,3,91,False,10,29.58574,32.34143,N41,7000,715.0,34.0,2.0,,34.0,2.0,2.0,True
SIN6253-2,SIN6253,3,92,False,110,29.58574,32.34143,N41,7000,710.0,64.0,0.0,,64.0,0.0,0.0,True
SIN6253-3,SIN6253,3,93,False,320,29.58574,32.34143,N41,7000,705.0,813.0,1.0,,813.0,1.0,1.0,True
SIN6255-1,SIN6255,4,91,False,40,27.914818,34.325482,N41,7000,405.0,699.0,3.0,,699.0,3.0,3.0,True
SIN6255-2,SIN6255,4,92,False,145,27.914818,34.325482,N41,7000,390.0,700.0,0.0,,700.0,0.0,0.0,True
SIN6255-3,SIN6255,4,93,False,250,27.914818,34.325482,N41,7000,385.0,701.0,1.0,,701.0,1.0,1.0,True
SIN6255-4,SIN6255,4,94,False,330,27.914818,34.325482,N41,7000,380.0,18.0,2.0,,18.0,2.0,2.0,True
SIN6258-1,SIN6258,4,91,False,80,29.72342,32.38377,N41,7000,180.0,933.0,1.0,,933.0,1.0,1.0,True
SIN6258-2,SIN6258,4,92,False,170,29.72342,32.38377,N41,7000,175.0,980.0,0.0,,980.0,0.0,0.0,True
SIN6258-3,SIN6258,4,93,False,260,29.72342,32.38377,N41,7000,170.0,951.0,3.0,,951.0,3.0,3.0,True
SIN6258-4,SIN6258,4,94,False,350,29.72342,32.38377,N41,7000,140.0,958.0,2.0,,958.0,2.0,2.0,True
SIN6259-1,SIN6259,3,91,False,60,27.938357,34.380948,N41,7000,290.0,493.0,1.0,,493.0,1.0,1.0,True
SIN6259-2,SIN6259,3,92,False,210,27.938357,34.380948,N41,7000,285.0,283.0,3.0,,283.0,3.0,3.0,True
SIN6259-3,SIN6259,3,93,False,310,27.938357,34.380948,N41,7000,280.0,450.0,2.0,,450.0,2.0,2.0,True
SIN6261-1,SIN6261,3,91,False,0,29.29904,32.60066,N41,7000,370.0,842.0,2.0,,842.0,2.0,2.0,True
SIN6261-2,SIN6261,3,92,False,90,29.29904,32.60066,N41,7000,355.0,843.0,3.0,,843.0,3.0,3.0,True
SIN6261-3,SIN6261,3,93,False,170,29.29904,32.60066,N41,7000,350.0,844.0,0.0,,844.0,0.0,0.0,True
SIN6269-1,SIN6269,3,91,False,10,27.047675,33.900757,N41,7000,315.0,909.0,1.0,,909.0,1.0,1.0,True
SIN6269-2,SIN6269,3,92,False,170,27.047675,33.900757,N41,7000,310.0,910.0,2.0,,910.0,2.0,2.0,True
SIN6269-3,SIN6269,3,93,False,230,27.047675,33.900757,N41,7000,305.0,911.0,3.0,,911.0,3.0,3.0,True
SIN6274-1,SIN6274,4,91,False,40,29.91275,32.446305,N41,7000,260.0,281.0,1.0,,281.0,1.0,1.0,True
SIN6274-2,SIN6274,4,92,False,95,29.91275,32.446305,N41,7000,255.0,283.0,3.0,,283.0,3.0,3.0,True
SIN6274-3,SIN6274,4,93,False,160,29.91275,32.446305,N41,7000,250.0,788.0,0.0,,788.0,0.0,0.0,True
SIN6274-4,SIN6274,4,94,False,280,29.91275,32.446305,N41,7000,245.0,282.0,2.0,,282.0,2.0,2.0,True
SIN6276-1,SIN6276,3,91,False,0,31.26164,32.25392,N41,7000,160.0,4.0,0.0,,4.0,0.0,0.0,True
SIN6276-2,SIN6276,3,92,False,60,31.26164,32.25392,N41,7000,155.0,321.0,1.0,,321.0,1.0,1.0,True
SIN6276-3,SIN6276,3,93,False,140,31.26164,32.25392,N41,7000,150.0,375.0,3.0,,375.0,3.0,3.0,True
SIN6280-1,SIN6280,4,91,False,0,27.23932,33.81924,N41,7000,770.0,510.0,2.0,,510.0,2.0,2.0,True
SIN6280-2,SIN6280,4,92,False,90,27.23932,33.81924,N41,7000,765.0,708.0,0.0,,708.0,0.0,0.0,True
SIN6280-3,SIN6280,4,93,False,185,27.23932,33.81924,N41,7000,760.0,503.0,3.0,,503.0,3.0,3.0,True
SIN6280-4,SIN6280,4,94,False,285,27.23932,33.81924,N41,7000,750.0,749.0,1.0,,749.0,1.0,1.0,True
SIN6281-1,SIN6281,4,91,False,20,27.22627,33.8162,N41,7000,210.0,539.0,3.0,,539.0,3.0,3.0,True
SIN6281-2,SIN6281,4,92,False,140,27.22627,33.8162,N41,7000,205.0,110.0,2.0,,110.0,2.0,2.0,True
SIN6281-3,SIN6281,4,93,False,240,27.22627,33.8162,N41,7000,200.0,760.0,0.0,,760.0,0.0,0.0,True
SIN6281-4,SIN6281,4,94,False,310,27.22627,33.8162,N41,7000,195.0,269.0,1.0,,269.0,1.0,1.0,True
SIN6294-1,SIN6294,3,91,False,0,27.07936,33.86275,N41,7000,610.0,231.0,3.0,,231.0,3.0,3.0,True
SIN6294-2,SIN6294,3,92,False,70,27.07936,33.86275,N41,7000,605.0,184.0,0.0,,184.0,0.0,0.0,True
SIN6294-3,SIN6294,3,93,False,290,27.07936,33.86275,N41,7000,600.0,474.0,2.0,,474.0,2.0,2.0,True
SIN6307-1,SIN6307,4,91,False,75,30.610726,32.287011,N41,7000,325.0,764.0,0.0,,764.0,0.0,0.0,True
SIN6307-2,SIN6307,4,92,False,140,30.610726,32.287011,N41,7000,320.0,147.0,3.0,,147.0,3.0,3.0,True
SIN6307-3,SIN6307,4,93,False,225,30.610726,32.287011,N41,7000,315.0,745.0,1.0,,745.0,1.0,1.0,True
