serving_cell_key,rows,sessions,median_tp_mbps,p10_tp_mbps,mean_tp_mbps,low_tp_pct,stat_anomaly_pct,rca_handoff_pct,median_p75_gap_mbps,p90_p75_gap_mbps,median_rsrp_dbm,median_rsrq_db,median_sinr_db,median_cqi,median_mcs,median_bler_pct,p90_bler_pct,median_rb_usage,median_tp_per_rb,approx_observation_latitude,approx_observation_longitude,gps_observation_rows,median_tp_badness,p10_tp_badness,anomaly_rate_badness,p75_gap_badness,cqi_badness,mcs_badness,bler_badness,sinr_badness,rsrq_badness,rsrp_badness,bad_entity_score_0_100,entity_label,bad_entity_rank,bad_entity_percentile,bad_entity_candidate_flag,rank_reliability,serving_pci,serving_eci,serving_earfcn,serving_band
ECI:1081376.0,244,3,25.2199715,6.4799704,35.99740623483606,18.0327868852459,21.721311475409834,13.934426229508196,74.58032625000001,123.44306080000001,-82.086925,-8.942416999999999,23.89133,14.0,26.0,3.58058385,13.283330700000008,68.0,0.40789789052287584,-17.6737286,177.4085893,244,0.7546468401486989,0.6245353159851301,0.5464684014869888,0.9925650557620818,0.024163568773234202,0.01858736059479554,0.23048327137546468,0.022304832713754646,0.055762081784386616,0.08921933085501858,46.62,cell_key,145,46.47,False,HIGH,455.0,1081376.0,1850.0,3.0
ECI:1064509.0,147,3,38.035015,16.958364800000002,39.65181114897959,9.523809523809524,15.646258503401361,14.285714285714285,-7.755955000000004,21.782181000000012,-105.58832,-11.296711,7.2703285,10.0,16.0,4.3383946,7.424445400000001,96.0,0.3329517023809524,-17.8159711,177.3955937,147,0.5613382899628253,0.3159851301115242,0.3420074349442379,0.05947955390334572,0.44052044609665425,0.7118959107806692,0.3382899628252788,0.8587360594795539,0.7323420074349443,0.8661710037174721,46.16,cell_key,147,45.72,False,HIGH,288.0,1064509.0,40790.0,41.0
ECI:3625798.0,154,2,102.90535,16.5733911,100.22313666883117,7.792207792207792,21.428571428571427,21.428571428571427,30.324760000000012,120.48609890000002,-72.954932,-13.441919500000001,16.378089,10.0,16.0,13.764032,15.188148000000002,159.0,0.6394712105859783,-17.75350976,177.45360053500002,154,0.08178438661710037,0.32342007434944237,0.5241635687732342,0.7881040892193308,0.44052044609665425,0.7118959107806692,1.0,0.22676579925650558,0.9516728624535316,0.01486988847583643,45.92,cell_key,148,45.35,False,MEDIUM,115.0,3625798.0,9310.0,28.0
ECI:3642943.0,203,5,82.23693,4.942972800000001,87.30068654433006,13.793103448275861,24.137931034482758,22.660098522167488,-1.0386814999999956,88.92433000000004,-84.326706,-12.237257,15.278823,8.0,19.0,8.636364,11.5472908,166.0,0.6145088732394366,-17.6309141,177.4424805,203,0.17100371747211895,0.6840148698884758,0.5985130111524164,0.11524163568773234,0.7397769516728625,0.4739776951672863,0.7657992565055762,0.2862453531598513,0.8661710037174721,0.14869888475836432,45.74,cell_key,149,44.98,False,HIGH,313.0,3642943.0,41384.0,41.0
ECI:1068746.0,64,4,80.53280000000001,10.3544624,82.481439778125,9.375,12.5,10.9375,4.7251069999999995,62.651840000000014,-85.724411,-10.689537999999999,11.4700425,8.0,16.0,9.6758415,13.9009567,148.5,0.5283129620647565,-17.74685624,177.44105252,64,0.17843866171003717,0.45353159851301117,0.26765799256505574,0.26394052044609667,0.7397769516728625,0.7118959107806692,0.9070631970260223,0.5724907063197026,0.620817843866171,0.15985130111524162,44.42,cell_key,154,43.12,False,MEDIUM,402.0,1068746.0,500.0,1.0
ECI:1080637.0,88,3,57.4958035,7.5032944000000015,60.783390125000004,11.363636363636363,19.318181818181817,14.772727272727273,20.262852999999996,56.76705699999997,-101.29715,-8.9823105,17.212984,8.0,20.0,3.8077775000000003,6.413807199999999,156.5,0.40634570651713925,-17.63245366,177.47862138,88,0.3680297397769517,0.5613382899628253,0.4758364312267658,0.6059479553903345,0.7397769516728625,0.36617100371747213,0.24907063197026022,0.19330855018587362,0.06691449814126393,0.7434944237918215,43.91,cell_key,155,42.75,False,MEDIUM,352.0,1080637.0,40790.0,41.0
ECI:1076790.0,114,8,29.333312,10.196296,36.347823118421054,13.157894736842104,21.929824561403507,15.789473684210526,1.2325261250000015,25.485170075000006,-83.33680749999999,-10.095394500000001,15.316235,11.0,18.0,2.0429295,5.321086380000001,92.0,0.3349704960981048,-17.6039724,177.45114230000001,114,0.7174721189591078,0.45724907063197023,0.5539033457249071,0.16728624535315986,0.2955390334572491,0.5594795539033457,0.01858736059479554,0.2788104089219331,0.5018587360594795,0.12267657992565056,43.84,cell_key,156,42.38,False,HIGH,185.0,1076790.0,41384.0,41.0
ECI:1076791.0,644,13,29.3560275,9.3667928,31.511887829347824,12.267080745341614,21.27329192546584,18.32298136645963,7.3234188750000015,27.146459925000006,-80.708012,-10.146897500000001,15.862029,13.0,20.5,3.4297895,6.641479700000002,72.0,0.4132881790123457,-17.60462416,177.4530047,644,0.7137546468401487,0.5241635687732342,0.5204460966542751,0.35315985130111527,0.08364312267657993,0.30297397769516726,0.1895910780669145,0.24907063197026022,0.516728624535316,0.06319702602230483,43.28,cell_key,157,42.01,False,HIGH,183.0,1076791.0,41384.0,41.0
ECI:1066016.0,53,4,66.922806,8.2477088,60.362091245283025,15.09433962264151,16.9811320754717,7.547169811320755,46.468149999999994,72.16024200000001,-83.61776,-9.671053,15.7931795,10.0,20.0,5.7471266,13.281784400000001,102.0,0.5750094907407407,-17.7600399,177.44384312,53,0.2825278810408922,0.5539033457249071,0.38847583643122674,0.9330855018587361,0.44052044609665425,0.36617100371747213,0.46096654275092935,0.25650557620817843,0.3420074349442379,0.13382899628252787,43.21,cell_key,158,41.64,False,MEDIUM,125.0,1066016.0,1850.0,3.0
ECI:1081632.0,83,3,64.35147,26.8575822,67.70497987951806,2.4096385542168677,18.072289156626507,18.072289156626507,40.326341,77.4058464,-79.69758,-9.402261,12.311234,10.0,20.0,8.342542,11.6841482,161.0,0.4006710650887574,-17.6364649,177.4274327,83,0.3048327137546468,0.20446096654275092,0.4423791821561338,0.8884758364312267,0.44052044609665425,0.36617100371747213,0.6765799256505576,0.5204460966542751,0.22304832713754646,0.048327137546468404,42.92,cell_key,159,41.26,False,MEDIUM,356.0,1081632.0,1850.0,3.0
ECI:1069374.0,126,4,39.164615999999995,7.9760279999999995,44.597582039682536,11.904761904761903,20.634920634920633,19.047619047619047,34.760898,80.43568825,-95.975917,-9.343819499999999,15.872188000000001,13.0,21.5,3.3959646,7.6586402499999995,126.5,0.35584032969924806,-17.7792587,177.41187842,126,0.5353159851301115,0.5576208178438662,0.5018587360594795,0.8401486988847584,0.08364312267657993,0.23234200743494424,0.17843866171003717,0.24535315985130113,0.1970260223048327,0.5018587360594795,42.74,cell_key,163,39.78,False,HIGH,137.0,1069374.0,40790.0,41.0
ECI:1068343.0,96,5,49.157779500000004,16.927903,48.356797156249996,8.333333333333332,16.666666666666664,13.541666666666666,30.231325000000005,59.134795375,-93.082683,-9.885873,14.312646999999998,9.0,22.0,4.5342388,8.0330987,180.5,0.26770274517497966,-17.747743995,177.455970455,96,0.4163568773234201,0.31970260223048325,0.3736059479553903,0.7843866171003717,0.5892193308550185,0.19330855018587362,0.3680297397769517,0.36059479553903345,0.4052044609665427,0.3828996282527881,42.62,cell_key,165,39.03,False,MEDIUM,50.0,1068343.0,41384.0,41.0
ECI:1066034.0,447,5,59.69772,4.6717152,60.57526354959732,13.422818791946309,22.14765100671141,21.92393736017897,30.6477,78.97741970000003,-88.95391,-9.363933,16.458426,11.0,24.0,5.0353355,9.254587200000007,118.0,0.5700271521739131,-17.7665226,177.44771125,447,0.34944237918215615,0.6988847583643123,0.5650557620817844,0.79182156133829,0.2955390334572491,0.06691449814126393,0.40892193308550184,0.21933085501858737,0.20074349442379183,0.241635687732342,42.57,cell_key,166,38.66,False,HIGH,124.0,1066034.0,41186.0,41.0
ECI:1068064.0,65,3,52.511127,20.613411199999998,52.269495030769235,4.615384615384616,10.76923076923077,9.230769230769232,-14.301951000000003,14.005505000000007,-94.56456,-10.184245,10.012659,8.0,17.0,8.385093,10.911918799999999,94.0,0.5442817647058824,-17.8013225,177.4161326,65,0.379182156133829,0.25650557620817843,0.241635687732342,0.03717472118959108,0.7397769516728625,0.6449814126394052,0.6951672862453532,0.6691449814126395,0.5241635687732342,0.42379182156133827,42.54,cell_key,167,38.29,False,MEDIUM,143.0,1068064.0,1850.0,3.0
ECI:1071667.0,72,3,34.477287000000004,10.1394248,34.79641484722222,11.11111111111111,20.833333333333336,20.833333333333336,9.50639675,35.925569249999995,-86.09582,-9.6763335,17.495583500000002,10.0,22.0,3.169714,7.1907563,70.5,0.523000203758446,-17.805752505,177.42803874999998,72,0.6245353159851301,0.46096654275092935,0.5055762081784386,0.4052044609665427,0.44052044609665425,0.19330855018587362,0.1524163568773234,0.1821561338289963,0.34944237918215615,0.16728624535315986,42.07,cell_key,168,37.92,False,MEDIUM,395.0,1071667.0,41186.0,41.0
