incident_id,session_id,start_time,end_time,serving_cell_key,serving_pci,detection_case,priority_score_0_100,impact_score_0_100,detection_confidence_0_100,severity,requires_human_review
INC-000012,542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,2025-08-26 23:43:52+02:00,2025-08-26 23:43:52+02:00,ECI:1064756.0,151.0,temporal_local_drop,70.73,71.51,69.78,High,False
INC-000013,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:17+02:00,2025-08-26 23:44:18+02:00,ECI:1067570.0,151.0,temporal_local_drop,69.35,69.26,69.47,High,False
INC-000014,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:32+02:00,2025-08-26 23:44:32+02:00,ECI:1067570.0,151.0,radio_limited_degradation,75.21,76.52,73.6,High,False
INC-000015,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:44+02:00,2025-08-26 23:44:44+02:00,ECI:1067570.0,151.0,temporal_local_drop,72.83,75.81,69.18,High,False
INC-000016,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:47+02:00,2025-08-26 23:44:48+02:00,ECI:1067570.0,151.0,radio_limited_degradation,85.84,80.84,91.95,High,False
INC-000017,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:56+02:00,2025-08-26 23:44:56+02:00,ECI:1067570.0,151.0,temporal_local_drop,69.6,63.23,77.39,High,False
INC-000018,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:09+02:00,2025-08-26 23:45:10+02:00,ECI:1067570.0,151.0,radio_limited_degradation,78.97,84.12,73.6,High,False
INC-000019,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:18+02:00,2025-08-26 23:45:19+02:00,ECI:1067570.0,151.0,temporal_local_drop,86.4,86.69,86.05,High,False
INC-000020,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:27+02:00,2025-08-26 23:45:27+02:00,ECI:1067570.0,151.0,temporal_local_drop,81.28,88.87,72.0,High,False
INC-000021,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:35+02:00,2025-08-26 23:45:35+02:00,ECI:1067570.0,151.0,radio_limited_degradation,82.17,89.19,73.6,High,False
INC-000022,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:42+02:00,2025-08-26 23:45:43+02:00,ECI:1067570.0,151.0,temporal_local_drop,86.9,86.44,92.48,High,False
INC-000023,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:51+02:00,2025-08-26 23:45:52+02:00,ECI:1067570.0,151.0,ca_underperformance,86.12,74.76,100.0,High,False
INC-000024,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:46:06+02:00,2025-08-26 23:46:07+02:00,ECI:1067570.0,151.0,ca_underperformance,85.09,78.87,92.7,High,False
INC-000025,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:19+02:00,2025-08-26 23:46:19+02:00,EARFCN:41186.0|PCI:151.0,151.0,ca_underperformance,85.67,73.94,100.0,High,False
INC-000026,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:28+02:00,2025-08-26 23:46:28+02:00,ECI:1067570.0,151.0,temporal_local_drop,76.56,80.3,72.0,High,False
INC-000027,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:38+02:00,2025-08-26 23:46:39+02:00,ECI:1067570.0,151.0,radio_limited_degradation,89.5,85.5,94.39,High,False
INC-000028,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:47+02:00,2025-08-26 23:46:48+02:00,ECI:1067570.0,151.0,temporal_local_drop,77.07,81.21,83.17,High,False
INC-000029,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:56+02:00,2025-08-26 23:46:56+02:00,ECI:1067570.0,151.0,temporal_local_drop,75.89,73.79,78.46,High,False
INC-000030,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:47:02+02:00,2025-08-26 23:47:03+02:00,ECI:1067570.0,151.0,temporal_local_drop,84.03,93.87,72.0,High,False
INC-000031,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:47:09+02:00,2025-08-26 23:47:10+02:00,ECI:1067570.0,151.0,ca_underperformance,91.17,83.95,100.0,Critical,False
INC-000032,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:47:36+02:00,2025-08-26 23:47:36+02:00,ECI:1067570.0,151.0,radio_limited_degradation,81.0,87.05,73.6,High,False
INC-000033,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:48:21+02:00,2025-08-26 23:48:22+02:00,ECI:1067570.0,151.0,radio_limited_degradation,76.16,78.26,73.6,High,False
INC-000034,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:48:36+02:00,2025-08-26 23:48:36+02:00,ECI:1067570.0,151.0,temporal_local_drop,76.02,79.3,72.0,High,False
INC-000035,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:48:59+02:00,2025-08-26 23:49:00+02:00,ECI:1067570.0,151.0,radio_limited_degradation,76.96,79.73,73.6,High,False
INC-000036,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:49:27+02:00,2025-08-26 23:49:27+02:00,ECI:1067570.0,151.0,radio_limited_degradation,73.56,78.33,67.74,High,False
INC-000037,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:49:39+02:00,2025-08-26 23:49:40+02:00,ECI:1067570.0,151.0,radio_limited_degradation,60.24,63.84,67.21,Medium,False
INC-000038,542020041221088+20250827095225+Fiji-Nadi-LTE-DL-D!20250827095140,2025-08-26 23:51:33+02:00,2025-08-26 23:51:33+02:00,ECI:1067553.0,351.0,temporal_local_drop,68.92,57.4,83.0,High,False
INC-000039,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:54:41+02:00,2025-08-26 23:54:44+02:00,ECI:1067553.0,351.0,radio_limited_degradation,75.78,90.95,57.24,High,False
INC-000040,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:55:08+02:00,2025-08-26 23:55:08+02:00,ECI:1067553.0,351.0,temporal_local_drop,68.83,66.23,72.0,High,False
INC-000041,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:56:20+02:00,2025-08-26 23:56:20+02:00,ECI:1067553.0,351.0,temporal_local_drop,67.55,59.59,77.27,High,False
INC-000042,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:56:23+02:00,2025-08-26 23:56:23+02:00,ECI:1067553.0,351.0,radio_limited_degradation,74.53,65.61,85.44,High,False
INC-000043,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:56:40+02:00,2025-08-26 23:56:40+02:00,ECI:1067553.0,351.0,temporal_local_drop,71.84,57.8,88.99,High,False
INC-000044,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:56:57+02:00,2025-08-26 23:56:57+02:00,ECI:1067553.0,351.0,radio_limited_degradation,75.1,76.33,73.6,High,False
INC-000045,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:13+02:00,2025-08-26 23:57:14+02:00,ECI:1067570.0,151.0,radio_limited_degradation,77.36,80.44,75.98,High,False
INC-000046,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:26+02:00,2025-08-26 23:57:26+02:00,ECI:1067570.0,151.0,temporal_local_drop,77.24,81.53,72.0,High,False
INC-000047,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:35+02:00,2025-08-26 23:57:35+02:00,ECI:1067570.0,151.0,temporal_local_drop,78.75,84.28,72.0,High,False
INC-000048,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:48+02:00,2025-08-26 23:57:51+02:00,ECI:1067570.0,151.0,radio_limited_degradation,75.3,89.87,57.5,High,False
INC-000049,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:56+02:00,2025-08-26 23:57:56+02:00,ECI:1065267.0,145.0,radio_limited_degradation,73.51,73.44,73.6,High,False
INC-000050,542020041221088+20250827100145+Fiji-Nadi-LTE-DL-D!20250827100105,2025-08-26 23:59:22+02:00,2025-08-26 23:59:22+02:00,ECI:1064756.0,149.0,temporal_local_drop,76.31,79.89,71.93,High,False
INC-000051,542020041221088+20250827100145+Fiji-Nadi-LTE-DL-D!20250827100105,2025-08-27 00:00:56+02:00,2025-08-27 00:00:56+02:00,ECI:1064755.0,148.0,ca_underperformance,66.76,57.71,77.83,High,False
INC-000052,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,2025-08-27 00:01:57+02:00,2025-08-27 00:01:57+02:00,ECI:1064755.0,148.0,temporal_local_drop,79.35,75.77,83.73,High,False
INC-000053,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,2025-08-27 00:02:10+02:00,2025-08-27 00:02:11+02:00,ECI:1064755.0,148.0,ca_underperformance,76.88,79.56,80.73,High,False
INC-000054,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,2025-08-27 00:02:23+02:00,2025-08-27 00:02:25+02:00,ECI:1064755.0,148.0,ca_underperformance,86.29,75.08,100.0,High,False
INC-000055,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,2025-08-27 00:03:18+02:00,2025-08-27 00:03:18+02:00,ECI:1064755.0,148.0,temporal_local_drop,73.53,76.77,69.57,High,False
INC-000056,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:03:31+02:00,2025-08-27 00:03:32+02:00,ECI:1064755.0,148.0,radio_limited_degradation,76.58,79.01,100.0,High,False
INC-000057,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:03:43+02:00,2025-08-27 00:03:43+02:00,ECI:1064755.0,148.0,radio_limited_degradation,77.48,80.66,73.6,High,False
INC-000058,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:03:56+02:00,2025-08-27 00:03:56+02:00,ECI:1064755.0,148.0,radio_limited_degradation,75.67,77.37,73.6,High,False
INC-000059,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:04:11+02:00,2025-08-27 00:04:11+02:00,ECI:1064755.0,148.0,temporal_local_drop,75.05,77.55,72.0,High,False
INC-000060,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:04:23+02:00,2025-08-27 00:04:24+02:00,ECI:1064755.0,148.0,temporal_local_drop,77.28,81.6,76.17,High,False
INC-000061,542020041221088+20250827102006+Fiji-Nadi-LTE-DL-D!20250827101931,2025-08-27 00:17:29+02:00,2025-08-27 00:17:41+02:00,ECI:1067720.0,351.0,radio_limited_degradation,80.51,91.0,67.71,High,False
INC-000062,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:19:40+02:00,2025-08-27 00:19:40+02:00,ECI:1067720.0,351.0,ca_underperformance,70.31,57.49,85.98,High,False
INC-000063,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:19:45+02:00,2025-08-27 00:19:45+02:00,ECI:1069077.0,140.0,temporal_local_drop,68.56,76.95,58.31,High,False
INC-000064,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:20:12+02:00,2025-08-27 00:20:12+02:00,ECI:1064906.0,311.0,radio_limited_degradation,75.22,88.69,58.75,High,False
INC-000065,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:20:14+02:00,2025-08-27 00:20:14+02:00,ECI:1064906.0,311.0,radio_limited_degradation,74.14,74.62,73.55,High,False
INC-000066,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:20:24+02:00,2025-08-27 00:20:25+02:00,ECI:1065267.0,145.0,temporal_local_drop,82.1,67.46,100.0,High,False
INC-000067,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:21:17+02:00,2025-08-27 00:21:17+02:00,ECI:1064756.0,149.0,ca_underperformance,81.84,66.98,100.0,High,False
INC-000068,542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,2025-08-27 00:21:53+02:00,2025-08-27 00:21:53+02:00,ECI:1064756.0,149.0,radio_limited_degradation,84.01,70.92,100.0,High,False
INC-000069,542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,2025-08-27 00:22:06+02:00,2025-08-27 00:22:06+02:00,ECI:1064756.0,149.0,temporal_local_drop,74.16,67.43,82.38,High,False
INC-000070,542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,2025-08-27 00:23:23+02:00,2025-08-27 00:23:24+02:00,ECI:1064765.0,148.0,temporal_local_drop,69.33,67.37,71.72,High,False
INC-000071,542020041221088+20250827102746+Fiji-Nadi-LTE-DL-D!20250827102604,2025-08-27 00:25:37+02:00,2025-08-27 00:25:38+02:00,ECI:1071676.0,393.0,radio_limited_degradation,68.68,69.64,67.5,High,False
INC-000072,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:26:11+02:00,2025-08-27 00:26:11+02:00,EARFCN:40988.0|PCI:393.0,393.0,radio_limited_degradation,72.88,69.48,77.04,High,False
INC-000073,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:26:22+02:00,2025-08-27 00:26:22+02:00,ECI:1071637.0,395.0,ca_underperformance,77.51,82.27,71.69,High,False
INC-000074,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:26:41+02:00,2025-08-27 00:26:41+02:00,ECI:1071647.0,395.0,radio_limited_degradation,69.2,64.19,75.32,High,False
INC-000075,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:14+02:00,2025-08-27 00:27:16+02:00,ECI:1071687.0,332.0,ca_underperformance,73.02,74.84,70.79,High,False
INC-000076,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:28+02:00,2025-08-27 00:27:29+02:00,ECI:1070110.0,332.0,ca_underperformance,68.78,94.82,53.99,High,False
INC-000077,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:44+02:00,2025-08-27 00:27:48+02:00,ECI:1065032.0,395.0,ca_underperformance,69.44,94.38,58.77,High,False
INC-000078,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:57+02:00,2025-08-27 00:27:58+02:00,ECI:1071647.0,395.0,radio_limited_degradation,77.68,99.73,50.72,High,False
INC-000079,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:28:08+02:00,2025-08-27 00:28:08+02:00,ECI:1064768.0,148.0,ca_underperformance,68.55,70.87,65.71,High,False
INC-000080,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:28:10+02:00,2025-08-27 00:28:14+02:00,ECI:1064755.0,148.0,ca_underperformance,77.85,99.41,59.72,Medium,False
INC-000081,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:08+02:00,2025-08-27 00:29:10+02:00,ECI:1070100.0,332.0,ca_underperformance,67.73,70.17,82.12,High,False
INC-000082,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:39+02:00,2025-08-27 00:29:40+02:00,ECI:1071637.0,395.0,radio_limited_degradation,76.03,93.58,54.58,High,False
INC-000083,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:43+02:00,2025-08-27 00:30:02+02:00,ECI:1064755.0,148.0,ca_underperformance,84.83,99.98,72.39,High,False
INC-000084,542020041221088+20250827103926+Fiji-Nadi-LTE-DL-D!20250827103843,2025-08-27 00:36:49+02:00,2025-08-27 00:36:49+02:00,ECI:1071637.0,395.0,radio_limited_degradation,77.17,99.97,49.31,High,False
INC-000085,542020041221088+20250827103926+Fiji-Nadi-LTE-DL-D!20250827103843,2025-08-27 00:36:55+02:00,2025-08-27 00:36:57+02:00,ECI:1071647.0,469.0,radio_limited_degradation,79.76,99.24,55.95,High,False
INC-000086,542020041221088+20250827103926+Fiji-Nadi-LTE-DL-D!20250827103843,2025-08-27 00:37:03+02:00,2025-08-27 00:37:03+02:00,ECI:1071687.0,395.0,ca_underperformance,75.48,79.32,70.79,High,False
INC-000087,542020041221088+20250827103926+Fiji-Nadi-LTE-DL-D!20250827103843,2025-08-27 00:37:14+02:00,2025-08-27 00:37:14+02:00,ECI:1071637.0,395.0,radio_limited_degradation,73.08,92.23,49.67,High,False
INC-000088,542020041221088+20250827103926+Fiji-Nadi-LTE-DL-D!20250827103843,2025-08-27 00:37:17+02:00,2025-08-27 00:37:25+02:00,ECI:1064755.0,148.0,radio_limited_degradation,78.48,99.99,52.27,High,False
INC-000089,542020041221088+20250827104126+Fiji-Nadi-LTE-DL-D!20250827104054,2025-08-27 00:39:47+02:00,2025-08-27 00:39:48+02:00,ECI:1071666.0,393.0,temporal_local_drop,68.06,69.79,67.05,High,False
INC-000090,542020041221088+20250827104126+Fiji-Nadi-LTE-DL-D!20250827104054,2025-08-27 00:40:25+02:00,2025-08-27 00:40:26+02:00,ECI:1071667.0,395.0,temporal_local_drop,66.29,67.47,64.85,High,False
INC-000091,542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,2025-08-27 00:42:17+02:00,2025-08-27 00:42:17+02:00,ECI:1071636.0,393.0,temporal_local_drop,79.27,73.91,85.83,High,False
INC-000092,542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,2025-08-27 00:42:31+02:00,2025-08-27 00:42:33+02:00,ECI:1071636.0,393.0,radio_limited_degradation,84.21,76.69,93.4,High,False
INC-000093,542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,2025-08-27 00:42:48+02:00,2025-08-27 00:42:52+02:00,ECI:1064992.0,147.0,radio_limited_degradation,78.16,86.01,78.55,High,False
INC-000094,542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,2025-08-27 00:42:55+02:00,2025-08-27 00:42:56+02:00,ECI:1064992.0,469.0,radio_limited_degradation,76.85,90.98,59.58,High,False
INC-000095,542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,2025-08-27 00:43:00+02:00,2025-08-27 00:43:02+02:00,ECI:1073214.0,431.0,ca_underperformance,75.05,75.92,73.99,High,False
INC-000096,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:43:24+02:00,2025-08-27 00:43:25+02:00,ECI:1073174.0,431.0,radio_limited_degradation,69.34,71.49,66.71,High,False
INC-000097,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:43:37+02:00,2025-08-27 00:43:37+02:00,ECI:1073174.0,431.0,temporal_local_drop,80.71,89.52,69.95,High,False
INC-000098,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:43:45+02:00,2025-08-27 00:43:45+02:00,ECI:1073174.0,431.0,temporal_local_drop,78.89,86.18,69.99,High,False
INC-000099,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:43:53+02:00,2025-08-27 00:43:53+02:00,ECI:1073174.0,431.0,temporal_local_drop,88.49,86.43,91.0,High,False
INC-000100,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:44:06+02:00,2025-08-27 00:44:07+02:00,ECI:1073174.0,431.0,radio_limited_degradation,87.0,92.41,85.31,High,False
INC-000101,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:44:13+02:00,2025-08-27 00:44:13+02:00,ECI:1073174.0,431.0,radio_limited_degradation,68.35,59.26,79.46,High,False
INC-000102,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:44:41+02:00,2025-08-27 00:44:41+02:00,ECI:1067841.0,127.0,temporal_local_drop,77.95,82.82,72.0,High,False
INC-000103,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:44:49+02:00,2025-08-27 00:44:50+02:00,ECI:1067841.0,127.0,radio_limited_degradation,81.97,88.81,73.6,High,False
INC-000104,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:44:58+02:00,2025-08-27 00:44:58+02:00,ECI:1067841.0,127.0,temporal_local_drop,80.68,87.78,72.0,High,False
INC-000105,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:45:06+02:00,2025-08-27 00:45:07+02:00,ECI:1067841.0,127.0,temporal_local_drop,87.98,86.66,89.59,High,False
INC-000106,542020041221088+20250827104707+Fiji-Nadi-LTE-DL-D!20250827104518,2025-08-27 00:45:15+02:00,2025-08-27 00:45:15+02:00,ECI:1067841.0,127.0,radio_limited_degradation,78.54,82.59,73.6,High,False
INC-000107,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:45:33+02:00,2025-08-27 00:45:34+02:00,ECI:1067841.0,127.0,radio_limited_degradation,84.56,81.51,88.28,High,False
INC-000108,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:45:44+02:00,2025-08-27 00:45:45+02:00,ECI:1067841.0,127.0,temporal_local_drop,84.76,72.3,100.0,High,False
INC-000109,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:45:55+02:00,2025-08-27 00:45:56+02:00,ECI:1067841.0,127.0,temporal_local_drop,78.63,74.93,86.87,High,False
INC-000110,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:46:10+02:00,2025-08-27 00:46:10+02:00,ECI:1067841.0,127.0,temporal_local_drop,67.29,66.45,68.32,High,False
INC-000111,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:46:24+02:00,2025-08-27 00:46:25+02:00,ECI:1067840.0,126.0,temporal_local_drop,74.78,77.06,72.0,High,False
INC-000112,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:46:37+02:00,2025-08-27 00:46:39+02:00,ECI:1067839.0,128.0,temporal_local_drop,76.61,80.39,72.0,High,False
INC-000113,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:46:49+02:00,2025-08-27 00:46:51+02:00,ECI:1067839.0,128.0,radio_limited_degradation,88.34,83.65,94.07,High,False
INC-000114,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:47:00+02:00,2025-08-27 00:47:01+02:00,ECI:1067839.0,128.0,temporal_local_drop,78.95,84.63,81.53,High,False
INC-000115,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:47:09+02:00,2025-08-27 00:47:10+02:00,ECI:1067839.0,128.0,temporal_local_drop,80.34,87.17,72.0,High,False
INC-000116,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:47:17+02:00,2025-08-27 00:47:19+02:00,ECI:1067839.0,128.0,radio_limited_degradation,83.03,90.75,100.0,High,False
INC-000117,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,2025-08-27 00:47:26+02:00,2025-08-27 00:47:27+02:00,ECI:1067839.0,128.0,radio_limited_degradation,79.69,84.68,73.6,High,False
INC-000118,542020041221088+20250827105947+Fiji-Nadi-LTE-DL-D!20250827104944,2025-08-27 00:47:42+02:00,2025-08-27 00:47:44+02:00,ECI:1067839.0,128.0,temporal_local_drop,73.47,74.67,72.0,High,False
