incident_id,session_id,start_time,end_time,serving_cell_key,serving_pci,detection_case,priority_score_0_100,impact_score_0_100,detection_confidence_0_100,severity,requires_human_review
INC-000517,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,2025-08-27 05:13:05+02:00,2025-08-27 05:13:06+02:00,ECI:3625798.0,115.0,temporal_local_drop,77.42,81.85,72.0,High,False
INC-000518,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,2025-08-27 05:13:45+02:00,2025-08-27 05:13:45+02:00,ECI:1068313.0,50.0,ca_underperformance,84.47,71.77,100.0,High,False
INC-000519,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,2025-08-27 05:14:17+02:00,2025-08-27 05:14:18+02:00,ECI:1066294.0,50.0,rb_conditioned_expected_underperformance,58.01,59.61,56.05,Medium,False
INC-000520,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,2025-08-27 05:14:21+02:00,2025-08-27 05:14:23+02:00,ECI:1066294.0,50.0,temporal_local_drop,74.33,76.24,77.91,High,False
INC-000521,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,2025-08-27 05:14:38+02:00,2025-08-27 05:14:38+02:00,ECI:1066294.0,50.0,radio_limited_degradation,91.25,84.09,100.0,Critical,False
INC-000522,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,2025-08-27 05:14:51+02:00,2025-08-27 05:14:52+02:00,ECI:1066294.0,50.0,temporal_local_drop,80.93,65.33,100.0,High,False
INC-000523,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,2025-08-27 05:15:00+02:00,2025-08-27 05:15:00+02:00,ECI:1066294.0,487.0,ca_underperformance,82.6,79.23,86.73,High,False
INC-000524,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,2025-08-27 05:15:13+02:00,2025-08-27 05:15:13+02:00,ECI:1066291.0,487.0,radio_limited_degradation,86.4,88.88,83.36,High,False
INC-000525,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,2025-08-27 05:15:15+02:00,2025-08-27 05:15:16+02:00,ECI:1066291.0,487.0,ca_underperformance,59.12,58.66,59.69,Medium,False
INC-000526,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,2025-08-27 05:15:45+02:00,2025-08-27 05:15:46+02:00,ECI:1068575.0,122.0,radio_limited_degradation,80.98,87.02,80.11,High,False
INC-000527,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,2025-08-27 05:15:56+02:00,2025-08-27 05:16:10+02:00,ECI:1068575.0,122.0,radio_limited_degradation,91.67,96.25,100.0,High,False
INC-000528,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,2025-08-27 05:16:16+02:00,2025-08-27 05:16:17+02:00,ECI:1068575.0,122.0,temporal_local_drop,67.95,68.98,66.7,High,False
INC-000529,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,2025-08-27 05:16:25+02:00,2025-08-27 05:16:25+02:00,ECI:1068575.0,122.0,radio_limited_degradation,79.23,83.84,73.6,High,False
INC-000530,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,2025-08-27 05:16:33+02:00,2025-08-27 05:16:34+02:00,ECI:1068575.0,122.0,temporal_local_drop,75.84,78.99,88.2,High,False
INC-000531,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,2025-08-27 05:16:46+02:00,2025-08-27 05:16:46+02:00,ECI:1068575.0,122.0,temporal_local_drop,83.15,76.61,91.15,High,False
INC-000532,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,2025-08-27 05:16:58+02:00,2025-08-27 05:16:58+02:00,ECI:1068575.0,122.0,radio_limited_degradation,78.69,82.85,73.6,High,False
INC-000533,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,2025-08-27 05:17:16+02:00,2025-08-27 05:17:17+02:00,ECI:1068575.0,122.0,radio_limited_degradation,74.37,76.31,73.91,High,False
INC-000534,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,2025-08-27 05:17:58+02:00,2025-08-27 05:17:59+02:00,ECI:1068606.0,120.0,radio_limited_degradation,72.03,70.75,73.6,High,False
INC-000535,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,2025-08-27 05:18:23+02:00,2025-08-27 05:18:23+02:00,ECI:1068606.0,120.0,temporal_local_drop,73.55,68.95,79.18,High,False
INC-000536,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,2025-08-27 05:18:36+02:00,2025-08-27 05:18:38+02:00,ECI:1068606.0,120.0,temporal_local_drop,73.75,75.18,82.52,High,False
INC-000537,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,2025-08-27 05:18:51+02:00,2025-08-27 05:18:52+02:00,ECI:1068606.0,120.0,temporal_local_drop,77.19,81.43,72.0,High,False
INC-000538,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,2025-08-27 05:19:12+02:00,2025-08-27 05:19:12+02:00,ECI:1068606.0,120.0,temporal_local_drop,78.01,69.02,89.0,High,False
INC-000539,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,2025-08-27 05:19:20+02:00,2025-08-27 05:19:21+02:00,ECI:1068606.0,120.0,radio_limited_degradation,78.17,81.91,73.6,High,False
INC-000540,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,2025-08-27 05:19:30+02:00,2025-08-27 05:19:31+02:00,ECI:1068606.0,120.0,radio_limited_degradation,79.73,84.74,73.6,High,False
INC-000541,542020041221088+20250827152052+Fiji-Nadi-LTE-DL-D!20250827151954,2025-08-27 05:19:50+02:00,2025-08-27 05:19:50+02:00,ECI:1068606.0,120.0,temporal_local_drop,74.67,76.86,72.0,High,False
INC-000542,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,2025-08-27 05:20:19+02:00,2025-08-27 05:20:19+02:00,ECI:1068606.0,120.0,temporal_local_drop,71.12,70.53,71.85,High,False
INC-000543,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,2025-08-27 05:20:30+02:00,2025-08-27 05:20:30+02:00,ECI:1068606.0,120.0,temporal_local_drop,80.9,71.09,92.89,High,False
INC-000544,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,2025-08-27 05:20:43+02:00,2025-08-27 05:20:43+02:00,ECI:1068606.0,120.0,temporal_local_drop,81.39,78.06,85.46,High,False
INC-000545,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,2025-08-27 05:21:24+02:00,2025-08-27 05:21:25+02:00,ECI:1066301.0,487.0,ca_underperformance,51.96,51.18,61.1,Medium,False
INC-000546,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,2025-08-27 05:21:27+02:00,2025-08-27 05:21:28+02:00,ECI:1068606.0,120.0,ca_underperformance,71.01,76.39,64.44,High,False
INC-000547,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,2025-08-27 05:21:36+02:00,2025-08-27 05:21:36+02:00,ECI:1068606.0,120.0,radio_limited_degradation,79.45,84.23,73.6,High,False
INC-000548,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,2025-08-27 05:22:04+02:00,2025-08-27 05:22:05+02:00,ECI:1068606.0,120.0,radio_limited_degradation,72.15,71.81,72.56,High,False
INC-000549,542020041221088+20250827152632+Fiji-Nadi-LTE-DL-D!20250827152422,2025-08-27 05:22:28+02:00,2025-08-27 05:22:28+02:00,ECI:1066301.0,487.0,radio_limited_degradation,72.66,89.5,52.08,High,False
INC-000550,542020041221088+20250827152632+Fiji-Nadi-LTE-DL-D!20250827152422,2025-08-27 05:22:37+02:00,2025-08-27 05:22:37+02:00,ECI:1066301.0,487.0,ca_underperformance,72.37,73.66,70.79,High,False
INC-000551,542020041221088+20250827152632+Fiji-Nadi-LTE-DL-D!20250827152422,2025-08-27 05:22:52+02:00,2025-08-27 05:22:56+02:00,ECI:1066301.0,487.0,radio_limited_degradation,72.79,90.99,50.54,High,False
INC-000552,542020041221088+20250827152632+Fiji-Nadi-LTE-DL-D!20250827152422,2025-08-27 05:22:58+02:00,2025-08-27 05:22:58+02:00,ECI:1068606.0,120.0,radio_limited_degradation,70.25,83.03,54.62,High,False
INC-000553,542020041221088+20250827152632+Fiji-Nadi-LTE-DL-D!20250827152422,2025-08-27 05:23:27+02:00,2025-08-27 05:23:28+02:00,ECI:1068606.0,120.0,ca_underperformance,62.63,70.87,59.17,Medium,False
INC-000554,542020041221088+20250827152632+Fiji-Nadi-LTE-DL-D!20250827152422,2025-08-27 05:23:49+02:00,2025-08-27 05:23:50+02:00,ECI:1066301.0,487.0,ca_underperformance,75.63,67.56,85.49,High,False
INC-000555,542020041221088+20250827152632+Fiji-Nadi-LTE-DL-D!20250827152422,2025-08-27 05:23:55+02:00,2025-08-27 05:23:56+02:00,ECI:1066301.0,487.0,radio_limited_degradation,64.83,59.71,73.78,Medium,False
INC-000556,542020041221088+20250827152912+Fiji-Nadi-LTE-DL-D!20250827152850,2025-08-27 05:27:10+02:00,2025-08-27 05:27:10+02:00,ECI:1068609.0,120.0,ca_underperformance,80.15,76.86,84.17,High,False
INC-000557,542020041221088+20250827152912+Fiji-Nadi-LTE-DL-D!20250827152850,2025-08-27 05:27:20+02:00,2025-08-27 05:27:22+02:00,ECI:1068746.0,122.0,ca_underperformance,88.75,79.54,100.0,High,False
INC-000558,542020041221088+20250827152912+Fiji-Nadi-LTE-DL-D!20250827152850,2025-08-27 05:27:26+02:00,2025-08-27 05:27:26+02:00,ECI:1068340.0,50.0,ca_underperformance,80.09,81.18,78.75,High,False
INC-000559,542020041221088+20250827152912+Fiji-Nadi-LTE-DL-D!20250827152850,2025-08-27 05:27:28+02:00,2025-08-27 05:27:29+02:00,ECI:1066291.0,487.0,temporal_sudden_drop,59.02,53.36,71.84,Medium,False
INC-000560,542020041221088+20250827152912+Fiji-Nadi-LTE-DL-D!20250827152850,2025-08-27 05:27:31+02:00,2025-08-27 05:27:32+02:00,ECI:1068340.0,50.0,radio_limited_degradation,77.94,90.9,62.09,High,False
INC-000561,542020041221088+20250827152912+Fiji-Nadi-LTE-DL-D!20250827152850,2025-08-27 05:27:45+02:00,2025-08-27 05:27:46+02:00,ECI:1068608.0,50.0,ca_underperformance,60.75,61.33,60.04,Medium,False
INC-000562,542020041221088+20250827153152+Fiji-Nadi-LTE-DL-D!20250827153105,2025-08-27 05:29:02+02:00,2025-08-27 05:29:02+02:00,EARFCN:40790.0|PCI:120.0,120.0,temporal_local_drop,83.47,69.95,100.0,High,False
INC-000563,542020041221088+20250827153152+Fiji-Nadi-LTE-DL-D!20250827153105,2025-08-27 05:30:06+02:00,2025-08-27 05:30:09+02:00,ECI:1066301.0,487.0,radio_limited_degradation,79.84,90.31,67.05,High,False
INC-000564,542020041221088+20250827153152+Fiji-Nadi-LTE-DL-D!20250827153105,2025-08-27 05:30:11+02:00,2025-08-27 05:30:11+02:00,ECI:1068606.0,120.0,radio_limited_degradation,70.72,83.62,54.96,High,False
INC-000565,542020041221088+20250827153332+Fiji-Nadi-LTE-DL-D!20250827153318,2025-08-27 05:31:51+02:00,2025-08-27 05:31:54+02:00,ECI:1066039.0,125.0,radio_limited_degradation,76.5,90.75,66.19,High,False
INC-000566,542020041221088+20250827154414+Fiji-Nadi-LTE-DL-D!20250827153533,2025-08-27 05:33:30+02:00,2025-08-27 05:33:30+02:00,ECI:1068746.0,120.0,temporal_local_drop,79.4,74.86,84.94,High,False
INC-000567,542020041221088+20250827154414+Fiji-Nadi-LTE-DL-D!20250827153533,2025-08-27 05:33:54+02:00,2025-08-27 05:33:54+02:00,ECI:1068608.0,122.0,temporal_local_drop,82.51,85.41,78.97,High,False
INC-000568,542020041221088+20250827154913+Fiji-Nadi-LTE-DL-D!20250827153748,2025-08-27 05:37:46+02:00,2025-08-27 05:37:46+02:00,ECI:1066294.0,487.0,radio_limited_degradation,70.69,87.89,49.67,High,False
INC-000569,542020041221088+20250827155333+Fiji-Nadi-LTE-DL-D!20250827154000,2025-08-27 05:38:24+02:00,2025-08-27 05:38:26+02:00,ECI:1066294.0,487.0,radio_limited_degradation,74.45,90.98,54.24,High,False
INC-000570,542020041221088+20250827155633+Fiji-Nadi-LTE-DL-D!20250827154210,2025-08-27 05:40:22+02:00,2025-08-27 05:40:22+02:00,ECI:1066294.0,487.0,temporal_sudden_drop,69.06,61.46,78.35,High,False
INC-000571,542020041221088+20250827155633+Fiji-Nadi-LTE-DL-D!20250827154210,2025-08-27 05:40:40+02:00,2025-08-27 05:40:41+02:00,ECI:1066294.0,487.0,radio_limited_degradation,79.51,98.57,56.21,High,False
INC-000572,542020041221088+20250827155633+Fiji-Nadi-LTE-DL-D!20250827154210,2025-08-27 05:40:50+02:00,2025-08-27 05:40:50+02:00,ECI:1066294.0,487.0,radio_limited_degradation,78.73,97.69,55.55,High,False
INC-000573,542020041221088+20250827155633+Fiji-Nadi-LTE-DL-D!20250827154210,2025-08-27 05:41:12+02:00,2025-08-27 05:41:19+02:00,ECI:1066294.0,487.0,radio_limited_degradation,78.34,99.47,56.7,High,False
INC-000574,542020041221088+20250827155633+Fiji-Nadi-LTE-DL-D!20250827154210,2025-08-27 05:41:26+02:00,2025-08-27 05:41:26+02:00,ECI:1066294.0,487.0,radio_limited_degradation,77.23,97.13,52.91,High,False
INC-000575,542020041221088+20250827155853+Fiji-Nadi-LTE-DL-D!20250827154409,2025-08-27 05:42:50+02:00,2025-08-27 05:42:50+02:00,ECI:1068338.0,49.0,ca_underperformance,93.15,95.68,90.06,Critical,False
INC-000576,542020041221088+20250827155853+Fiji-Nadi-LTE-DL-D!20250827154409,2025-08-27 05:43:29+02:00,2025-08-27 05:43:31+02:00,ECI:1068350.0,50.0,radio_limited_degradation,64.21,60.98,68.16,Medium,False
INC-000577,542020041221088+20250827160154+Fiji-Nadi-LTE-DL-D!20250827155510,2025-08-27 05:53:13+02:00,2025-08-27 05:53:25+02:00,ECI:1067152.0,340.0,radio_limited_degradation,73.35,90.93,51.87,High,False
INC-000578,542020041221088+20250827160154+Fiji-Nadi-LTE-DL-D!20250827155510,2025-08-27 05:54:40+02:00,2025-08-27 05:54:40+02:00,ECI:1073216.0,430.0,ca_underperformance,71.57,72.35,70.61,High,False
INC-000579,542020041221088+20250827160414+Fiji-Nadi-LTE-DL-D!20250827155722,2025-08-27 05:55:19+02:00,2025-08-27 05:55:19+02:00,ECI:1073216.0,430.0,temporal_local_drop,79.28,62.33,100.0,High,False
INC-000580,542020041221088+20250827160414+Fiji-Nadi-LTE-DL-D!20250827155722,2025-08-27 05:56:05+02:00,2025-08-27 05:56:05+02:00,ECI:1065023.0,470.0,ca_underperformance,65.95,58.41,75.16,High,False
INC-000581,542020041221088+20250827160414+Fiji-Nadi-LTE-DL-D!20250827155722,2025-08-27 05:57:18+02:00,2025-08-27 05:57:18+02:00,ECI:1065023.0,470.0,radio_limited_degradation,74.26,88.9,56.37,High,False
INC-000582,542020041221088+20250827160414+Fiji-Nadi-LTE-DL-D!20250827155722,2025-08-27 05:57:21+02:00,2025-08-27 05:57:21+02:00,ECI:1073216.0,214.0,radio_limited_degradation,69.33,86.45,48.4,High,False
INC-000583,542020041221088+20250827160614+Fiji-Nadi-LTE-DL-D!20250827155934,2025-08-27 05:57:32+02:00,2025-08-27 05:57:32+02:00,ECI:1073215.0,429.0,ca_underperformance,78.72,69.04,90.54,High,False
INC-000584,542020041221088+20250827160614+Fiji-Nadi-LTE-DL-D!20250827155934,2025-08-27 05:57:45+02:00,2025-08-27 05:57:46+02:00,ECI:1065020.0,470.0,ca_underperformance,65.89,64.51,67.57,High,False
INC-000585,542020041221088+20250827160614+Fiji-Nadi-LTE-DL-D!20250827155934,2025-08-27 05:57:50+02:00,2025-08-27 05:57:51+02:00,ECI:3631411.0,211.0,radio_limited_degradation,74.14,86.6,59.06,High,False
INC-000586,542020041221088+20250827160614+Fiji-Nadi-LTE-DL-D!20250827155934,2025-08-27 05:57:53+02:00,2025-08-27 05:57:53+02:00,ECI:1065020.0,470.0,radio_limited_degradation,81.73,87.05,75.22,High,False
INC-000587,542020041221088+20250827160614+Fiji-Nadi-LTE-DL-D!20250827155934,2025-08-27 05:57:56+02:00,2025-08-27 05:58:01+02:00,ECI:1065020.0,148.0,ca_underperformance,76.6,89.36,72.39,High,False
INC-000588,542020041221088+20250827160834+Fiji-Nadi-LTE-DL-D!20250827160146,2025-08-27 06:00:04+02:00,2025-08-27 06:00:04+02:00,ECI:1070391.0,470.0,temporal_local_drop,80.53,65.23,99.22,High,False
INC-000589,542020041221088+20250827160834+Fiji-Nadi-LTE-DL-D!20250827160146,2025-08-27 06:00:17+02:00,2025-08-27 06:00:17+02:00,ECI:1070391.0,470.0,temporal_local_drop,83.08,79.92,86.94,High,False
INC-000590,542020041221088+20250827161114+Fiji-Nadi-LTE-DL-D!20250827160608,2025-08-27 06:04:06+02:00,2025-08-27 06:04:06+02:00,ECI:1065015.0,469.0,ca_underperformance,92.1,85.64,100.0,Critical,False
INC-000591,542020041221088+20250827161114+Fiji-Nadi-LTE-DL-D!20250827160608,2025-08-27 06:05:47+02:00,2025-08-27 06:05:50+02:00,ECI:1064992.0,469.0,radio_limited_degradation,74.11,90.95,53.52,High,False
INC-000592,542020041221088+20250827161114+Fiji-Nadi-LTE-DL-D!20250827160608,2025-08-27 06:06:06+02:00,2025-08-27 06:06:06+02:00,ECI:1064992.0,469.0,radio_limited_degradation,73.63,90.8,52.64,High,False
INC-000593,542020041221088+20250827161154+Fiji-Nadi-LTE-DL-D!20250827160820,2025-08-27 06:06:19+02:00,2025-08-27 06:06:30+02:00,ECI:1064992.0,469.0,radio_limited_degradation,78.78,99.99,52.85,High,False
INC-000594,542020041221088+20250827161154+Fiji-Nadi-LTE-DL-D!20250827160820,2025-08-27 06:06:53+02:00,2025-08-27 06:06:53+02:00,ECI:1064992.0,469.0,radio_limited_degradation,81.87,99.65,60.14,High,False
INC-000595,542020041221088+20250827161154+Fiji-Nadi-LTE-DL-D!20250827160820,2025-08-27 06:07:04+02:00,2025-08-27 06:07:08+02:00,ECI:1064992.0,469.0,radio_limited_degradation,79.02,99.98,53.41,High,False
INC-000596,542020041221088+20250827161154+Fiji-Nadi-LTE-DL-D!20250827160820,2025-08-27 06:07:19+02:00,2025-08-27 06:07:20+02:00,ECI:1071676.0,393.0,radio_limited_degradation,77.6,99.99,50.24,High,False
INC-000597,542020041221088+20250827161154+Fiji-Nadi-LTE-DL-D!20250827160820,2025-08-27 06:07:24+02:00,2025-08-27 06:07:24+02:00,ECI:1071647.0,148.0,radio_limited_degradation,75.48,97.08,49.09,High,False
INC-000598,542020041221088+20250827161154+Fiji-Nadi-LTE-DL-D!20250827160820,2025-08-27 06:07:34+02:00,2025-08-27 06:07:35+02:00,ECI:1071637.0,148.0,radio_limited_degradation,80.45,98.29,58.64,High,False
INC-000599,542020041221088+20250827161154+Fiji-Nadi-LTE-DL-D!20250827160820,2025-08-27 06:07:47+02:00,2025-08-27 06:07:48+02:00,ECI:1064755.0,148.0,radio_limited_degradation,76.92,97.95,51.21,High,False
INC-000600,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:08:27+02:00,2025-08-27 06:08:27+02:00,ECI:1070110.0,395.0,ca_underperformance,72.03,72.31,71.68,High,False
INC-000601,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:08:29+02:00,2025-08-27 06:08:30+02:00,ECI:1064765.0,148.0,ca_underperformance,62.29,66.15,57.57,Medium,False
INC-000602,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:08:34+02:00,2025-08-27 06:08:36+02:00,ECI:1070110.0,332.0,ca_underperformance,75.86,88.23,60.75,Medium,False
INC-000603,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:08:46+02:00,2025-08-27 06:08:47+02:00,ECI:1071647.0,395.0,ca_underperformance,77.93,86.51,81.68,High,False
INC-000604,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:08:49+02:00,2025-08-27 06:08:57+02:00,ECI:1071647.0,395.0,ca_underperformance,81.73,95.6,69.79,High,False
INC-000605,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:09:10+02:00,2025-08-27 06:09:10+02:00,ECI:1064755.0,148.0,radio_limited_degradation,80.81,98.84,58.78,High,False
INC-000606,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:10:03+02:00,2025-08-27 06:10:03+02:00,ECI:1064755.0,148.0,ca_underperformance,67.71,61.61,75.16,High,False
INC-000607,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:10:06+02:00,2025-08-27 06:10:06+02:00,ECI:1064755.0,148.0,radio_limited_degradation,78.17,96.71,55.5,High,False
INC-000608,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:10:14+02:00,2025-08-27 06:10:15+02:00,ECI:1064992.0,469.0,ca_underperformance,80.02,96.97,70.79,High,False
INC-000609,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,2025-08-27 06:10:21+02:00,2025-08-27 06:10:26+02:00,ECI:1064992.0,469.0,radio_limited_degradation,78.31,95.04,57.87,High,False
INC-000610,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,2025-08-28 00:21:34+02:00,2025-08-28 00:21:34+02:00,ECI:1071136.0,338.0,radio_limited_degradation,72.66,77.62,66.6,High,False
INC-000611,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,2025-08-28 00:21:43+02:00,2025-08-28 00:21:44+02:00,ECI:1071136.0,338.0,ca_underperformance,80.49,86.13,84.3,High,False
INC-000612,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,2025-08-28 00:22:00+02:00,2025-08-28 00:22:02+02:00,ECI:1071136.0,338.0,radio_limited_degradation,91.8,85.49,100.0,High,False
INC-000613,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,2025-08-28 00:22:11+02:00,2025-08-28 00:22:12+02:00,ECI:1071136.0,338.0,radio_limited_degradation,79.11,83.61,73.6,High,False
INC-000614,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,2025-08-28 00:22:24+02:00,2025-08-28 00:22:27+02:00,ECI:1071136.0,338.0,radio_limited_degradation,83.06,90.8,73.6,High,False
INC-000615,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,2025-08-28 00:22:41+02:00,2025-08-28 00:22:42+02:00,ECI:1071136.0,338.0,radio_limited_degradation,75.45,76.97,73.6,High,False
INC-000616,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,2025-08-28 00:22:56+02:00,2025-08-28 00:22:57+02:00,ECI:1071136.0,338.0,ca_underperformance,84.03,81.17,87.52,High,False
INC-000617,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,2025-08-28 00:23:07+02:00,2025-08-28 00:23:07+02:00,ECI:1071136.0,338.0,radio_limited_degradation,79.67,84.63,73.6,High,False
INC-000618,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,2025-08-28 00:23:27+02:00,2025-08-28 00:23:28+02:00,ECI:1071136.0,338.0,ca_underperformance,88.02,84.22,100.0,High,False
INC-000619,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,2025-08-28 00:23:38+02:00,2025-08-28 00:23:42+02:00,ECI:1071136.0,338.0,ca_underperformance,94.24,94.23,100.0,High,False
INC-000620,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,2025-08-28 00:23:51+02:00,2025-08-28 00:23:54+02:00,ECI:1071136.0,338.0,ca_underperformance,91.8,91.36,92.33,High,False
INC-000621,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,2025-08-28 00:24:04+02:00,2025-08-28 00:24:04+02:00,ECI:1071136.0,338.0,radio_limited_degradation,79.61,84.52,73.6,High,False
INC-000622,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,2025-08-28 00:24:13+02:00,2025-08-28 00:24:16+02:00,ECI:1071136.0,338.0,ca_underperformance,81.84,81.34,82.46,High,False
INC-000623,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,2025-08-28 00:24:27+02:00,2025-08-28 00:24:28+02:00,ECI:1068318.0,49.0,radio_limited_degradation,84.48,75.61,95.32,High,False
INC-000624,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,2025-08-28 00:24:48+02:00,2025-08-28 00:24:48+02:00,ECI:1066294.0,487.0,temporal_local_drop,71.11,67.73,75.24,High,False
INC-000625,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,2025-08-28 00:25:22+02:00,2025-08-28 00:25:22+02:00,ECI:1066294.0,487.0,temporal_local_drop,72.7,76.02,68.65,High,False
INC-000626,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,2025-08-28 00:25:39+02:00,2025-08-28 00:25:40+02:00,ECI:1066294.0,487.0,ca_underperformance,87.84,77.9,100.0,High,False
INC-000627,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,2025-08-28 00:25:50+02:00,2025-08-28 00:25:51+02:00,ECI:1066294.0,487.0,temporal_local_drop,70.46,61.62,81.27,High,False
INC-000628,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,2025-08-28 00:26:18+02:00,2025-08-28 00:26:20+02:00,ECI:1066294.0,487.0,radio_limited_degradation,72.23,65.75,86.47,High,False
INC-000629,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,2025-08-28 00:26:40+02:00,2025-08-28 00:26:41+02:00,ECI:1066294.0,487.0,temporal_local_drop,76.19,78.23,87.28,High,False
INC-000630,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,2025-08-28 00:26:53+02:00,2025-08-28 00:26:53+02:00,ECI:1066294.0,487.0,radio_limited_degradation,79.85,84.96,73.6,High,False
INC-000631,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,2025-08-28 00:27:01+02:00,2025-08-28 00:27:02+02:00,ECI:1066294.0,487.0,temporal_local_drop,79.22,85.13,72.0,High,False
INC-000632,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,2025-08-28 00:27:15+02:00,2025-08-28 00:27:16+02:00,ECI:1066294.0,487.0,radio_limited_degradation,82.57,78.57,87.47,High,False
INC-000633,542020041221088+20250828103047+Fiji-Nadi-LTE-DL-D!20250828102736,2025-08-28 00:27:31+02:00,2025-08-28 00:27:32+02:00,ECI:1066294.0,487.0,temporal_local_drop,73.93,68.16,91.06,High,False
INC-000634,542020041221088+20250828103207+Fiji-Nadi-LTE-DL-D!20250828102946,2025-08-28 00:27:51+02:00,2025-08-28 00:27:51+02:00,ECI:1066294.0,487.0,temporal_sudden_drop,70.23,53.71,90.42,High,False
INC-000635,542020041221088+20250828103207+Fiji-Nadi-LTE-DL-D!20250828102946,2025-08-28 00:27:54+02:00,2025-08-28 00:27:56+02:00,ECI:1066294.0,487.0,radio_limited_degradation,72.24,71.16,90.5,High,False
