Location - Latitude,Location - Longitude,plan_distance_km,LTE - NeighborCells(0) - PCI,plan_site_sector_ID,plan_siteID,plan_sectorID,plan_Azimuth,plan_PCI,plan_RSI,plan_Mod4,plan_Cell Radius
-17.6189847,177.4661577,16054.406424804622,234.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.80619877,177.42704507,16059.266479849646,394.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.78486397,177.42824837,16058.403173914747,321.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60468729,177.45349376,16052.523912869638,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.64213967,177.43187069,16052.174350978408,355.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7765064,177.4328884,16058.466657679972,340.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60381989,177.45143721,16052.285578893696,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7651186,177.4807938,16062.561983822974,82.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8037989,177.4151312,16058.007432992099,146.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61920079,177.46540119,16054.343545302847,250.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.803741,177.4157991,16058.069187416146,144.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6036137,177.45271033,16052.39867995453,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8089686,177.4036216,16057.134586229795,351.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.760724,177.4535192,16059.730298765391,124.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60772877,177.45476713,16052.787536641285,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7680847,177.4746455,16062.105636999237,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6579269,177.4052288,16050.336642933744,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.63444715,177.42873615,16051.516459882258,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.63027374,177.44122319,16052.526588891677,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60117751,177.45855526,16052.848878309456,187.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8032882,177.4147419,16057.946458793083,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.77084456,177.43690151,16058.59341231405,339.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6369772,177.4267756,16051.44458241213,161.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.605412,177.452481,16052.459924109395,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.784342,177.4220036,16057.777031766207,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.70151097,177.43110275,16054.842283322392,488.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7772954,177.4888085,16063.894614112172,80.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.753396,177.4538324,16059.423396678936,116.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8136734,177.4440902,16061.253152751819,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6284026,177.455811,16053.845598404281,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8150096,177.4410894,16061.025051711,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.77959355,177.42693249,16058.034199906042,133.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8070092,177.4181293,16058.443842421202,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8128904,177.4432648,16061.137637289548,147.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7637149,177.4409222,16058.653313816467,125.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6347767,177.4563961,16054.196994515052,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6224308,177.4597009,16053.943912562378,253.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62136946,177.43513238,16051.527532914828,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7804929,177.4300748,16058.378512885336,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.614148,177.4500701,16052.632387333892,232.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7796309,177.4123651,16056.63123032549,338.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7530517,177.4542928,16059.45194200679,116.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7631047,177.4861162,16062.982469641473,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7723486,177.4386545,16058.831563659829,127.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.59540449,177.50627184,16057.17796810884,349.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62809659,177.4575087,16053.995012012183,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.64826274,177.44069898,16053.308248232272,355.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7841593,177.3892825,16054.613303940881,138.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7638783,177.4757292,16062.016661987504,111.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7652517,177.4454503,16059.160556189656,125.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6064949,177.47232,16054.421449033056,373.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6036555,177.4526199,16052.391904846634,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7721715,177.3692185,16052.127959781852,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62703742,177.48019396,16056.131717714747,351.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.625724,177.4314986,16051.378976656435,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7614673,177.45340626,16059.753595940272,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61335057,177.44705207,16052.304666825621,182.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7725356,177.4386858,16058.843176172537,130.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.79549908,177.44666469,16060.667383852231,429.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8149436,177.4394694,16060.865794886045,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.65362595,177.44112327,16053.59709788657,8.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6332489,177.4573418,16054.217413491784,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6178649,177.4488268,16052.684747680705,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7644797,177.469327,16061.427085705709,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7896903,177.4258443,16058.392986734443,322.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.76568531,177.44113375,16058.764307517691,123.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7803373,177.3844249,16053.969376132745,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7696488,177.4764587,16062.352374488808,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60407867,177.4459063,16051.764699914178,185.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8076933,177.4516505,16061.707873295129,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8031635,177.4163997,16058.100611730752,141.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.769284,177.3749964,16052.552494241487,155.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6286506,177.4507326,16053.367752671162,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7639178,177.4640222,16060.889801179615,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6278878,177.432818,16051.606260407352,346.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8096574,177.4018915,16056.999320476856,288.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7446599,177.4392618,16057.616665236399,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61894797,177.45984464,16053.796471936943,250.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6256592,177.4655171,16054.653793316667,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7664044,177.4683779,16061.424096883946,112.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7602554,177.4589579,16060.233099213443,448.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8033495,177.4152982,16058.002919603925,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61602317,177.44600247,16052.327326801176,383.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8032922,177.4153253,16058.002904102403,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60561717,177.45243895,16052.465380561638,185.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7579259,177.4469671,16058.969898528785,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6383732,177.4717564,16055.84348063824,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8159714,177.3955938,16056.68145056835,151.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7643295,177.4309608,16057.721124508222,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.81326291,177.43492408,16060.350365728838,332.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6123502,177.44807,16052.356403505773,383.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
