id,Activity.Activity,Activity.Status,Activity.Tech,download_raw_start_utc,download_raw_end_utc,download_analysis_start_utc,download_analysis_end_utc,raw_duration_seconds,analysis_duration_seconds
542020041221088+20250828144339+Fiji-Nadi-LTE-DL-D!20250828144308,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:40:21.186000+00:00,2025-08-28 02:43:08.279000+00:00,2025-08-28 02:40:26.186000+00:00,2025-08-28 02:43:06.279000+00:00,167.093,160.093
542020041221088+20250828153602+Fiji-Nadi-LTE-DL-D!20250828152027,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 03:16:23.944000+00:00,2025-08-28 03:19:24.092000+00:00,2025-08-28 03:16:28.944000+00:00,2025-08-28 03:19:22.092000+00:00,180.148,173.148
542020041221088+20250828153702+Fiji-Nadi-LTE-DL-D!20250828152243,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 03:19:25.074000+00:00,2025-08-28 03:22:25.211000+00:00,2025-08-28 03:19:30.074000+00:00,2025-08-28 03:22:23.211000+00:00,180.137,173.137
542020041221088+20250828153842+Fiji-Nadi-LTE-DL-D!20250828152712,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 03:22:26.205000+00:00,2025-08-28 03:25:26.338000+00:00,2025-08-28 03:22:31.205000+00:00,2025-08-28 03:25:24.338000+00:00,180.133,173.133
542020041221088+20250828153922+Fiji-Nadi-LTE-DL-D!20250828152928,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 03:25:27.340000+00:00,2025-08-28 03:28:27.453000+00:00,2025-08-28 03:25:32.340000+00:00,2025-08-28 03:28:25.453000+00:00,180.113,173.113
542020041221088+20250828154002+Fiji-Nadi-LTE-DL-D!20250828153143,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 03:28:28.448000+00:00,2025-08-28 03:31:28.573000+00:00,2025-08-28 03:28:33.448000+00:00,2025-08-28 03:31:26.573000+00:00,180.125,173.125
542020041221088+20250828154042+Fiji-Nadi-LTE-DL-D!20250828153246,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-28 03:31:29.593000+00:00,2025-08-28 03:32:46.665000+00:00,2025-08-28 03:31:34.593000+00:00,2025-08-28 03:32:44.665000+00:00,77.072,70.072
542020041221088+20250829102713+Nawaka-LTE-DL!20250829102643,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-28 22:22:43.268000+00:00,2025-08-28 22:25:43.363000+00:00,2025-08-28 22:22:48.268000+00:00,2025-08-28 22:25:41.363000+00:00,180.095,173.095
542020041221088+20250829102934+Nawaka-LTE-DL!20250829102857,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 22:25:44.367000+00:00,2025-08-28 22:28:44.486000+00:00,2025-08-28 22:25:49.367000+00:00,2025-08-28 22:28:42.486000+00:00,180.119,173.119
542020041221088+20250829103354+Nawaka-LTE-DL!20250829103328,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 22:28:45.500000+00:00,2025-08-28 22:31:45.594000+00:00,2025-08-28 22:28:50.500000+00:00,2025-08-28 22:31:43.594000+00:00,180.094,173.094
542020041221088+20250829103614+Nawaka-LTE-DL!20250829103543,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 22:31:46.605000+00:00,2025-08-28 22:34:46.711000+00:00,2025-08-28 22:31:51.605000+00:00,2025-08-28 22:34:44.711000+00:00,180.106,173.106
542020041221088+20250829103754+Nawaka-LTE-DL!20250829103644,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-28 22:34:47.709000+00:00,2025-08-28 22:36:44.778000+00:00,2025-08-28 22:34:52.709000+00:00,2025-08-28 22:36:42.778000+00:00,117.069,110.069
